noise_radius,lower_bound
0.0,0.0
0.05,0.1
0.1,0.2
0.15000000000000002,0.30000000000000004
0.2,0.4
0.25,0.5
0.30000000000000004,0.6000000000000001
0.35000000000000003,0.7000000000000001
0.4,0.8
0.45,0.9
0.5,1.0
