noise_radius,weak_upper_bound,weak_bruteforce_max_error,strong_uniform_lower_bound,strong_discrete_collision_gap,separated
0.0,0.0,6.661338147750939e-16,1.0,2.0,True
0.25,0.24999999999999992,0.25000000000000067,1.0,2.0,True
0.5,0.49999999999999983,0.5000000000000004,1.0,2.0,True
1.0,0.9999999999999997,1.0000000000000004,1.0,2.0,False
