beta_true,beta_reference,exact_recoverable_true_family,subspace_distance,formula_max_error,brute_force_max_error,brute_force_mean_error
0.5,1.0,True,0.316227766016838,0.4472135954999579,0.44721359549995804,0.298142396999972
1.0,1.0,True,4.710277376051326e-16,0.0,1.1102230246251565e-16,7.401486830834377e-17
2.0,1.0,True,0.31622776601683783,0.4472135954999579,0.44721359549995776,0.29814239699997186
