lane,subdomain,context_id,target,standard_entropy,standard_mi_state,standard_mi_target,standard_fisher_trace,standard_rank,standard_qfi_trace,recoverability_defect,recoverability_alignment,compatibility_defect,compatibility_csr,tfcd,ambiguity_lid,ambiguity_index,is_real_data,rmse_bestfit,chi2_bestfit,nfw_rmse,burkert_rmse,p_nfw,p_burkert,verdict_good
dark_matter_hidden_mass,galaxy_burkert_bestfit,F568-3_burkert,local_profile_class,1.8910611120726526,10.570491986660675,0.5393301745308446,4890.360170609162,3.0,,0.09739086009293862,,0.9489777604286114,0.05102223957138862,0.19478172018587725,1.0,90.9470164679409,1,6.043984613908084,14.929057470292038,26.23110522238758,6.043984613908084,3.7227092572017453e-35,0.9999999999989999,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F568-3_burkert,fine_latent_geometry,1.8910611120726526,10.570491986660675,5.1951054762691875,4890.360170609162,3.0,,0.027307332913017596,,0.5085275611745321,0.4914724388254679,,1.0,90.9470164679409,1,6.043984613908084,14.929057470292038,26.23110522238758,6.043984613908084,3.7227092572017453e-35,0.9999999999989999,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F568-V1_burkert,enclosed_mass,1.6879430945989,9.451042792580534,1.0134203928859735,6330.105749020067,3.0,,0.570255281919739,,0.8927715792714904,0.10722842072850958,,1.0,29.33629445799298,1,2.809966174749355,0.6626291049198328,20.220601754994025,2.809966174749355,6.16338257974043e-06,0.9999938366164202,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F568-V1_burkert,halo_family_label,1.6879430945989,9.451042792580534,0.9998844332680155,6330.105749020067,3.0,,6.16338257974043e-06,,0.8942037979075741,0.1057962020924259,1.232676515948086e-05,1.0,29.33629445799298,1,2.809966174749355,0.6626291049198328,20.220601754994025,2.809966174749355,6.16338257974043e-06,0.9999938366164202,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F568-V1_burkert,local_profile_class,1.6879430945989,9.451042792580534,0.3999151000703858,6330.105749020067,3.0,,0.14613573815170278,,0.9576856111175016,0.04231438888249834,0.29227147630340555,1.0,29.33629445799298,1,2.809966174749355,0.6626291049198328,20.220601754994025,2.809966174749355,6.16338257974043e-06,0.9999938366164202,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F568-V1_burkert,fine_latent_geometry,1.6879430945989,9.451042792580534,4.90067974005287,6330.105749020067,3.0,,0.033495918906090466,,0.4814667706403668,0.5185332293596332,,1.0,29.33629445799298,1,2.809966174749355,0.6626291049198328,20.220601754994025,2.809966174749355,6.16338257974043e-06,0.9999938366164202,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F574-1_burkert,enclosed_mass,1.4345491399952024,11.784628926656437,2.2314642770694832,22116.28485099817,3.0,,0.21794102008985586,,0.8106461993027217,0.18935380069727828,,1.0,192.68283744723945,1,0.9477005584059006,0.5619856940215393,10.777654097876107,0.9477005584059006,1.037823111010611e-18,0.9999999999989999,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F574-1_burkert,halo_family_label,1.4345491399952024,11.784628926656437,0.9999999999586942,22116.28485099817,3.0,,1.037823111010611e-18,,0.9151437006474826,0.08485629935251737,2.075646222021222e-18,1.0,192.68283744723945,1,0.9477005584059006,0.5619856940215393,10.777654097876107,0.9477005584059006,1.037823111010611e-18,0.9999999999989999,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F574-1_burkert,local_profile_class,1.4345491399952024,11.784628926656437,0.6341324954889414,22116.28485099817,3.0,,0.06998495529704969,,0.9461898631314088,0.05381013686859116,0.13996991059409938,1.0,192.68283744723945,1,0.9477005584059006,0.5619856940215393,10.777654097876107,0.9477005584059006,1.037823111010611e-18,0.9999999999989999,0
dark_matter_hidden_mass,galaxy_burkert_bestfit,F574-1_burkert,fine_latent_geometry,1.4345491399952024,11.784628926656437,6.234420509169382,22116.28485099817,3.0,,0.013282833494574221,,0.4709701469625971,0.5290298530374029,,1.0,192.68283744723945,1,0.9477005584059006,0.5619856940215393,10.777654097876107,0.9477005584059006,1.037823111010611e-18,0.9999999999989999,0
