battlefield,subdomain,context_id,standard_entropy,standard_mi_state,standard_mi_target,standard_fisher_trace,standard_rank,standard_qfi_trace,recoverability_defect,recoverability_alignment,compatibility_defect,compatibility_csr,tfcd,closure_defect,cco,ambiguity_lid,ambiguity_index,retained_energy,observability_rank,bayes_error,is_real_data,flow_monotone,verdict_good,compatibility_lift_ref
hidden_inference,sparc_rotation_curve,NGC4013_halo_plus_bary,1.9860535746331103,1.3690059031984518,0.8894354018152562,57836.096673871165,3.0,,5.6590421854960775,,0.35030564898424466,0.6496943510157553,0.04629629629629633,,,0.0,0.0007922198287159461,,,0.02777777777777778,1,,1,0.4130135648956274
hidden_inference,sparc_rotation_curve,NGC4100_halo_only,1.8472444899122602,2.0842953160960107,0.7126417936566768,175193.94386142428,2.0,,12.788869468077458,,0.6580898166621174,0.34191018333788253,0.1428571428571428,,,0.0,0.00018876649361717327,,,0.125,1,,0,0.511131722751274
hidden_inference,sparc_rotation_curve,NGC4100_halo_plus_bary,1.8472444899122602,1.6845608142862893,0.2924812503605782,56457.82416383563,3.0,,6.252072584817857,,0.8263753686538791,0.17362463134612088,0.3333333333333333,,,0.0,0.001242002740045874,,,0.25,1,,0,0.511131722751274
hidden_inference,sparc_rotation_curve,NGC4157_halo_only,2.2256108145207376,1.983084164143437,0.4912611994993241,69058.68190704053,2.0,,12.060039074504793,,0.7522741553878945,0.24772584461210548,0.23529411764705874,,,0.0,0.00039354421889231097,,,0.1764705882352941,1,,0,0.4821992132282429
hidden_inference,sparc_rotation_curve,NGC4157_halo_plus_bary,2.2256108145207376,1.8810054880546372,0.7421236998811129,11742.165168270147,3.0,,6.244697721276715,,0.6054643622286142,0.3945356377713857,0.11764705882352941,,,0.0,0.004035177936939679,,,0.11764705882352941,1,,1,0.4821992132282429
hidden_inference,sparc_rotation_curve,NGC4183_halo_only,1.9123508077539726,1.1875160450482927,0.5636747204211954,46838.5822689737,2.0,,3.424570492689606,,0.5253329647446806,0.4746670352553194,0.19565217391304346,,,0.0,0.0004510634965632963,,,0.17391304347826086,1,,1,0.24782015700633966
hidden_inference,sparc_rotation_curve,NGC4183_halo_plus_bary,1.9123508077539726,1.2914447200727794,0.46521113318248203,20478.64515174552,3.0,,2.57589289551199,,0.6397746446659637,0.3602253553340363,0.22898550724637684,,,0.0,0.005023571789283262,,,0.1739130434782609,1,,1,0.24782015700633966
hidden_inference,sparc_rotation_curve,NGC4217_halo_only,1.9300801441115987,1.3879961225153026,0.571692174919148,69998.03243023537,2.0,,14.139931288299477,,0.588116878969995,0.411883121030005,0.20526315789473687,,,0.0,0.00030620216448259177,,,0.15789473684210528,1,,0,-1.9582969001233694
hidden_inference,sparc_rotation_curve,NGC4217_halo_plus_bary,1.9300801441115987,1.240799728718993,0.5350150163917791,3822.700971030729,3.0,,41.830114898133786,,0.5688143670500871,0.4311856329499128,0.22055137844611528,,,0.0,0.02691286097576184,,,0.15789473684210525,1,,0,-1.9582969001233694
hidden_inference,sparc_rotation_curve,NGC4559_halo_only,1.6297404264752884,1.6962111034244685,0.7971804688852168,107319.44040152653,2.0,,2.280704574489976,,0.5300228448712576,0.46997715512874244,0.09375,,,0.0,0.00024075408073080058,,,0.0625,1,,1,-0.13009272175068679
