dataset,n,bins,baseline_DFMI,baseline_IDELB,augmented_DFMI,augmented_IDELB,CL_abs,CL_rel,best_bal_acc_base,best_bal_acc_aug
ocp_rank_witness,68,4,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.7794117647058824
info_quantum,14,3,0.125,0.07142857142857142,0.0,0.0,0.07142857142857142,1.0,0.875,0.8125
info_hidden_inference,140,4,0.32051282051282054,0.2,0.040983606557377046,0.03571428571428571,0.1642857142857143,0.8214285714285715,0.5059523809523809,0.5595238095238095
gravity_quantum,14,3,0.5,0.2857142857142857,0.07692307692307693,0.07142857142857142,0.21428571428571427,0.75,0.625,0.7708333333333333
gravity_hidden_mass,152,4,0.6818181818181818,0.18421052631578946,0.13333333333333333,0.07894736842105263,0.10526315789473684,0.5714285714285714,0.7159420289855072,0.6688405797101449
gravity_blackhole,54,4,0.8461538461538461,0.2777777777777778,0.24242424242424243,0.16666666666666666,0.11111111111111113,0.4000000000000001,0.6875,0.6208333333333333
synthetic_structural,15,3,1.0,0.2,1.0,0.2,0.0,0.0,0.625,0.6666666666666666
info_dynamics,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.5333333333333333
