epsilon,exact_recoverable,rowspace_residual,principal_angle_defect,collision_gap
0.0,True,0.0,0.0,0.0
0.0001,False,9.999999950000001e-05,9.999999969612645e-05,0.0002
0.001,False,0.000999999500000375,0.000999999499803269,0.002
0.01,False,0.009999500037496875,0.009999500037492155,0.019999999999999997
0.1,False,0.09950371902099892,0.09950371902099561,0.2
