time,disturbance_norm,predicted_upper_bound,ratio_to_bound
0.0,1.4142135623730951,1.4142135623730951,1.0
0.5,0.7093762925331344,0.8577638849607069,0.8270064815862819
1.0,0.3919833186825007,0.520260095022889,0.7534372181000262
2.0,0.1365690357168736,0.19139299302082188,0.7135529548984904
3.0,0.04984873507943493,0.07040954731662971,0.7079826100183062
