family_id,mode,descriptor_signature,n,k_contexts,m_per_context,total_budget,stack_rank,local_exact_all,shared_exact,shared_aug_threshold,shared_aug_found,context_invariance_gap,cid,stack_alignment,stack_residual,notes
ctxfam_334,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,5.5729546536,1.0,0.0,local_exact_global_fail
ctxfam_335,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,4.5203940925,1.0,0.0,local_exact_global_fail
ctxfam_340,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,6.622130762,1.0,0.0,local_exact_global_fail
ctxfam_344,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,1,1,1,1.7515332989,1.0,0.0,local_exact_global_fail
ctxfam_345,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,3.1388861896,1.0,0.0,local_exact_global_fail
ctxfam_346,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,5.3260994064,1.0,0.0,local_exact_global_fail
ctxfam_352,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,2,1,1,4.809104763,1.0,0.0,local_exact_global_fail
ctxfam_364,local_only,n7|k2|m2|r3|b4,7,2,2,4,3,1,0,1,1,1,1.9354272812,1.0,0.0,local_exact_global_fail
ctxfam_368,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,1,1,1,4.5272876617,1.0,0.0,local_exact_global_fail
ctxfam_373,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,2,1,1,5.6155148445,1.0,0.0,local_exact_global_fail
ctxfam_375,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,5.3447896686,1.0,0.0,local_exact_global_fail
ctxfam_381,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,2.5339768725,1.0,0.0,local_exact_global_fail
ctxfam_383,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,3.7595831582,1.0,0.0,local_exact_global_fail
ctxfam_392,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,2.8683587812,1.0,0.0,local_exact_global_fail
ctxfam_395,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,2,1,1,2.900583345,1.0,0.0,local_exact_global_fail
ctxfam_401,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,4.1990972139,1.0,0.0,local_exact_global_fail
ctxfam_403,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,2,1,1,3.377708847,1.0,0.0,local_exact_global_fail
ctxfam_404,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,2,1,1,5.7801655768,1.0,0.0,local_exact_global_fail
ctxfam_409,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,5.1516007384,1.0,0.0,local_exact_global_fail
ctxfam_410,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,1.9813727565,1.0,0.0,local_exact_global_fail
ctxfam_414,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,1,1,1,4.985043282,1.0,0.0,local_exact_global_fail
ctxfam_416,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,2,1,1,3.3287047501,1.0,0.0,local_exact_global_fail
ctxfam_421,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,2,1,1,3.84678433,1.0,0.0,local_exact_global_fail
ctxfam_426,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,1,1,1,3.5155074039,1.0,0.0,local_exact_global_fail
ctxfam_427,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,1,1,1,3.7251239994,1.0,0.0,local_exact_global_fail
ctxfam_429,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,2,1,1,3.5457337134,1.0,0.0,local_exact_global_fail
ctxfam_431,local_only,n7|k3|m2|r4|b6,7,3,2,6,4,1,0,2,1,1,5.3160124833,1.0,0.0,local_exact_global_fail
ctxfam_436,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,1,1,1,2.4255542325,1.0,0.0,local_exact_global_fail
ctxfam_437,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,3.9714424667,1.0,0.0,local_exact_global_fail
ctxfam_441,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,4.9295198518,1.0,0.0,local_exact_global_fail
ctxfam_444,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,1,1,1,6.4503685624,1.0,0.0,local_exact_global_fail
ctxfam_446,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,6.1851502452,1.0,0.0,local_exact_global_fail
ctxfam_447,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,3.0113452149,1.0,0.0,local_exact_global_fail
ctxfam_451,local_only,n7|k3|m2|r4|b6,7,3,2,6,4,1,0,1,1,1,3.9867922396,1.0,0.0,local_exact_global_fail
ctxfam_454,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,3.5339459007,1.0,0.0,local_exact_global_fail
ctxfam_455,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,3.1387264755,1.0,0.0,local_exact_global_fail
ctxfam_459,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,1,1,1,4.8129465321,1.0,0.0,local_exact_global_fail
ctxfam_471,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,2,1,1,3.8606891877,1.0,0.0,local_exact_global_fail
ctxfam_472,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,3.4336723962,1.0,0.0,local_exact_global_fail
ctxfam_475,local_only,n7|k3|m2|r4|b6,7,3,2,6,4,1,0,2,1,1,2.7018383222,1.0,0.0,local_exact_global_fail
ctxfam_479,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,1,1,1,3.9325424748,1.0,0.0,local_exact_global_fail
ctxfam_480,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,5.8721333219,1.0,0.0,local_exact_global_fail
ctxfam_486,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,1,1,1,3.9763810002,1.0,0.0,local_exact_global_fail
ctxfam_489,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,2,1,1,5.346351444,1.0,0.0,local_exact_global_fail
ctxfam_490,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,1,1,1,6.5714323727,1.0,0.0,local_exact_global_fail
ctxfam_491,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,5.3926994214,1.0,0.0,local_exact_global_fail
ctxfam_497,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,3.89242579,1.0,0.0,local_exact_global_fail
ctxfam_519,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,7.2010491986,1.0,0.0,local_exact_global_fail
ctxfam_523,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,2.8993394627,1.0,0.0,local_exact_global_fail
ctxfam_524,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,4.270170668,1.0,0.0,local_exact_global_fail
ctxfam_527,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,3.0461198216,1.0,0.0,local_exact_global_fail
ctxfam_531,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,6.8011111702,1.0,0.0,local_exact_global_fail
ctxfam_536,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,1,1,1,5.2500156231,1.0,0.0,local_exact_global_fail
ctxfam_543,local_only,n7|k3|m2|r4|b6,7,3,2,6,4,1,0,1,1,1,5.9317599719,1.0,0.0,local_exact_global_fail
ctxfam_550,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,1,1,1,1.8016985712,1.0,0.0,local_exact_global_fail
ctxfam_551,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,1,1,1,4.4164904783,1.0,0.0,local_exact_global_fail
ctxfam_558,local_only,n7|k2|m2|r3|b4,7,2,2,4,3,1,0,1,1,1,1.9584248538,1.0,0.0,local_exact_global_fail
ctxfam_563,local_only,n7|k2|m2|r3|b4,7,2,2,4,3,1,0,1,1,1,3.7604035435,1.0,0.0,local_exact_global_fail
ctxfam_568,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,2,1,1,1.8218947935,1.0,0.0,local_exact_global_fail
ctxfam_577,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,1,1,1,3.8409614036,1.0,0.0,local_exact_global_fail
ctxfam_578,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,4.0149195958,1.0,0.0,local_exact_global_fail
ctxfam_580,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,2.9133822008,1.0,0.0,local_exact_global_fail
ctxfam_582,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,1.4518162026,1.0,0.0,local_exact_global_fail
ctxfam_584,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,3.1993330158,1.0,0.0,local_exact_global_fail
ctxfam_585,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,1,1,1,3.4750254587,1.0,0.0,local_exact_global_fail
ctxfam_586,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,1,1,1,3.9411624916,1.0,0.0,local_exact_global_fail
ctxfam_588,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,4.5853863559,1.0,0.0,local_exact_global_fail
ctxfam_589,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,1,1,1,5.3990557848,1.0,0.0,local_exact_global_fail
ctxfam_606,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,1,1,1,1.0312733372,1.0,0.0,local_exact_global_fail
ctxfam_619,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,1,1,1,3.5880740855,1.0,0.0,local_exact_global_fail
ctxfam_621,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,4.0019833653,1.0,0.0,local_exact_global_fail
ctxfam_624,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,1,1,1,4.4342367846,1.0,0.0,local_exact_global_fail
ctxfam_629,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,4.7194568371,1.0,0.0,local_exact_global_fail
ctxfam_631,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,2,1,1,4.4005977769,1.0,0.0,local_exact_global_fail
ctxfam_634,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,2,1,1,3.5128177114,1.0,0.0,local_exact_global_fail
ctxfam_639,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,5.9535610737,1.0,0.0,local_exact_global_fail
ctxfam_646,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,7.0236775943,1.0,0.0,local_exact_global_fail
ctxfam_647,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,2,1,1,4.5186505539,1.0,0.0,local_exact_global_fail
ctxfam_654,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,2,1,1,3.8053873418,1.0,0.0,local_exact_global_fail
ctxfam_655,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,3.5671842503,1.0,0.0,local_exact_global_fail
ctxfam_657,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,1,1,1,1.9785906125,1.0,0.0,local_exact_global_fail
ctxfam_662,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,2.6798183487,1.0,0.0,local_exact_global_fail
ctxfam_663,local_only,n7|k3|m2|r4|b6,7,3,2,6,4,1,0,2,1,1,4.6572168334,1.0,0.0,local_exact_global_fail
ctxfam_666,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,4.6071164002,1.0,0.0,local_exact_global_fail
ctxfam_667,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,2,1,1,2.0288855259,1.0,0.0,local_exact_global_fail
ctxfam_672,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,2,1,1,4.877902463,1.0,0.0,local_exact_global_fail
ctxfam_674,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,2,1,1,3.6762888896,1.0,0.0,local_exact_global_fail
ctxfam_677,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,4.5151387102,1.0,0.0,local_exact_global_fail
ctxfam_682,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,5.1061677652,1.0,0.0,local_exact_global_fail
ctxfam_687,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,1,1,1,5.8450849155,1.0,0.0,local_exact_global_fail
ctxfam_690,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,1,1,1,2.2477305577,1.0,0.0,local_exact_global_fail
ctxfam_704,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,4.7288888349,1.0,0.0,local_exact_global_fail
ctxfam_707,local_only,n7|k2|m2|r3|b4,7,2,2,4,3,1,0,1,1,1,6.1895216569,1.0,0.0,local_exact_global_fail
ctxfam_708,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,2.9777063738,1.0,0.0,local_exact_global_fail
ctxfam_709,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,1,1,1,1.1648878469,1.0,0.0,local_exact_global_fail
ctxfam_712,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,2,1,1,5.0500765994,1.0,0.0,local_exact_global_fail
ctxfam_726,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,1,1,1,5.31580995,1.0,0.0,local_exact_global_fail
ctxfam_730,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,1,1,1,4.1711282156,1.0,0.0,local_exact_global_fail
ctxfam_732,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,2.6180220122,1.0,0.0,local_exact_global_fail
ctxfam_735,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,1,1,1,2.0423892825,1.0,0.0,local_exact_global_fail
ctxfam_737,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,1,1,1,3.3162951419,1.0,0.0,local_exact_global_fail
ctxfam_741,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,2,1,1,4.2023599115,1.0,0.0,local_exact_global_fail
ctxfam_743,local_only,n7|k3|m2|r4|b6,7,3,2,6,4,1,0,1,1,1,4.3673584414,1.0,0.0,local_exact_global_fail
ctxfam_746,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,2.925661713,1.0,0.0,local_exact_global_fail
ctxfam_748,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,2,1,1,3.4874755996,1.0,0.0,local_exact_global_fail
ctxfam_749,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,1,1,1,3.5343831011,1.0,0.0,local_exact_global_fail
ctxfam_751,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,2,1,1,1.9533211131,1.0,0.0,local_exact_global_fail
ctxfam_765,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,1,1,1,3.1858740836,1.0,0.0,local_exact_global_fail
ctxfam_767,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,1,1,1,4.8230556952,1.0,0.0,local_exact_global_fail
ctxfam_768,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,1,1,1,4.2945790534,1.0,0.0,local_exact_global_fail
ctxfam_769,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,1,1,1,1.864009704,1.0,0.0,local_exact_global_fail
ctxfam_771,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,3.8574808849,1.0,0.0,local_exact_global_fail
ctxfam_775,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,3.9347094039,1.0,0.0,local_exact_global_fail
ctxfam_790,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,1,1,1,4.008824974,1.0,0.0,local_exact_global_fail
ctxfam_792,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,2,1,1,3.9695633503,1.0,0.0,local_exact_global_fail
ctxfam_795,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,2,1,1,3.6956481395,1.0,0.0,local_exact_global_fail
ctxfam_797,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,2.6468198909,1.0,0.0,local_exact_global_fail
ctxfam_802,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,2,1,1,6.8820169035,1.0,0.0,local_exact_global_fail
ctxfam_809,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,2,1,1,5.3236209368,1.0,0.0,local_exact_global_fail
ctxfam_813,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,2,1,1,3.9389691205,1.0,0.0,local_exact_global_fail
ctxfam_814,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,5.0072409985,1.0,0.0,local_exact_global_fail
ctxfam_819,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,2,1,1,1.2696901321,1.0,0.0,local_exact_global_fail
ctxfam_822,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,3.3886148049,1.0,0.0,local_exact_global_fail
ctxfam_824,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,5.0501343052,1.0,0.0,local_exact_global_fail
ctxfam_825,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,2,1,1,4.7869516842,1.0,0.0,local_exact_global_fail
ctxfam_827,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,2,1,1,2.6706270195,1.0,0.0,local_exact_global_fail
ctxfam_829,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,4.8049933703,1.0,0.0,local_exact_global_fail
ctxfam_832,local_only,n4|k2|m2|r3|b4,4,2,2,4,3,1,0,1,1,1,2.0103585058,1.0,0.0,local_exact_global_fail
ctxfam_833,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,1,1,1,3.9212245961,1.0,0.0,local_exact_global_fail
ctxfam_836,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,2.1871558536,1.0,0.0,local_exact_global_fail
ctxfam_840,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,2,1,1,4.400908997,1.0,0.0,local_exact_global_fail
ctxfam_842,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,1,1,1,5.0917074402,1.0,0.0,local_exact_global_fail
ctxfam_844,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,1,1,1,5.3761428689,1.0,0.0,local_exact_global_fail
ctxfam_846,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,1,1,1,1.8769270605,1.0,0.0,local_exact_global_fail
ctxfam_851,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,4.6912409775,1.0,0.0,local_exact_global_fail
ctxfam_853,local_only,n4|k3|m2|r3|b6,4,3,2,6,3,1,0,2,1,1,3.3176223906,1.0,0.0,local_exact_global_fail
ctxfam_856,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,1,1,1,5.9190087582,1.0,0.0,local_exact_global_fail
ctxfam_857,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,2,1,1,4.297184424,1.0,0.0,local_exact_global_fail
ctxfam_861,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,2.1746565556,1.0,0.0,local_exact_global_fail
ctxfam_865,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,2,1,1,4.2531658459,1.0,0.0,local_exact_global_fail
ctxfam_868,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,7.3577185706,1.0,0.0,local_exact_global_fail
ctxfam_873,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,2,1,1,4.1095489513,1.0,0.0,local_exact_global_fail
ctxfam_875,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,2,1,1,5.6937714796,1.0,0.0,local_exact_global_fail
ctxfam_878,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,1,1,1,5.4063674112,1.0,0.0,local_exact_global_fail
ctxfam_883,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,4.7912047119,1.0,0.0,local_exact_global_fail
ctxfam_887,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,1,1,1,2.6299856225,1.0,0.0,local_exact_global_fail
ctxfam_888,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,4.5639696911,1.0,0.0,local_exact_global_fail
ctxfam_890,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,3.5877337615,1.0,0.0,local_exact_global_fail
ctxfam_896,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,4.0872270245,1.0,0.0,local_exact_global_fail
ctxfam_900,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,2,1,1,5.4464359855,1.0,0.0,local_exact_global_fail
ctxfam_901,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,1,1,1,4.770979131,1.0,0.0,local_exact_global_fail
ctxfam_905,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,2,1,1,6.8638973765,1.0,0.0,local_exact_global_fail
ctxfam_906,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,1,1,1,3.3280568631,1.0,0.0,local_exact_global_fail
ctxfam_907,local_only,n7|k2|m2|r3|b4,7,2,2,4,3,1,0,1,1,1,3.8937363054,1.0,0.0,local_exact_global_fail
ctxfam_917,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,5.5217731456,1.0,0.0,local_exact_global_fail
ctxfam_918,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,1,1,1,4.2415401266,1.0,0.0,local_exact_global_fail
ctxfam_920,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,1,1,1,2.7630526298,1.0,0.0,local_exact_global_fail
ctxfam_921,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,2,1,1,3.5520851412,1.0,0.0,local_exact_global_fail
ctxfam_925,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,4.0215992444,1.0,0.0,local_exact_global_fail
ctxfam_927,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,4.0146453303,1.0,0.0,local_exact_global_fail
ctxfam_930,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,2,1,1,2.6653470386,1.0,0.0,local_exact_global_fail
ctxfam_934,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,1,1,1,2.6316076539,1.0,0.0,local_exact_global_fail
ctxfam_935,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,4.853816655,1.0,0.0,local_exact_global_fail
ctxfam_937,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,1,1,1,2.8214086345,1.0,0.0,local_exact_global_fail
ctxfam_945,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,2,1,1,4.8570175427,1.0,0.0,local_exact_global_fail
ctxfam_951,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,2,1,1,4.2395978905,1.0,0.0,local_exact_global_fail
ctxfam_953,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,2.0477938294,1.0,0.0,local_exact_global_fail
ctxfam_954,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,1,1,1,2.612978666,1.0,0.0,local_exact_global_fail
ctxfam_966,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,1,1,1,1.8728735404,1.0,0.0,local_exact_global_fail
ctxfam_968,local_only,n4|k3|m2|r3|b6,4,3,2,6,3,1,0,1,1,1,4.3307619317,1.0,0.0,local_exact_global_fail
ctxfam_969,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,2,1,1,4.4171230244,1.0,0.0,local_exact_global_fail
ctxfam_970,local_only,n6|k3|m2|r4|b6,6,3,2,6,4,1,0,2,1,1,3.0338611761,1.0,0.0,local_exact_global_fail
ctxfam_980,local_only,n7|k5|m2|r6|b10,7,5,2,10,6,1,0,1,1,1,4.9518189164,1.0,0.0,local_exact_global_fail
ctxfam_982,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,2,1,1,6.2852303328,1.0,0.0,local_exact_global_fail
ctxfam_984,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,3.9183932922,1.0,0.0,local_exact_global_fail
ctxfam_987,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,4.2912089958,1.0,0.0,local_exact_global_fail
ctxfam_988,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,2,1,1,3.9406545513,1.0,0.0,local_exact_global_fail
ctxfam_991,local_only,n5|k2|m2|r3|b4,5,2,2,4,3,1,0,2,1,1,2.6022319904,1.0,0.0,local_exact_global_fail
ctxfam_993,local_only,n5|k3|m2|r4|b6,5,3,2,6,4,1,0,1,1,1,4.0017096103,1.0,0.0,local_exact_global_fail
ctxfam_997,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,2,1,1,3.4209412386,1.0,0.0,local_exact_global_fail
ctxfam_1002,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,4.6370150569,1.0,0.0,local_exact_global_fail
ctxfam_1006,local_only,n6|k5|m2|r6|b10,6,5,2,10,6,1,0,1,1,1,4.6123082908,1.0,0.0,local_exact_global_fail
ctxfam_1008,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,1,1,1,6.7717749738,1.0,0.0,local_exact_global_fail
ctxfam_1012,local_only,n4|k3|m2|r4|b6,4,3,2,6,4,1,0,2,1,1,2.5449785926,1.0,0.0,local_exact_global_fail
ctxfam_1020,local_only,n4|k5|m2|r4|b10,4,5,2,10,4,1,0,1,1,1,3.7785731774,1.0,0.0,local_exact_global_fail
ctxfam_1021,local_only,n6|k2|m2|r3|b4,6,2,2,4,3,1,0,1,1,1,3.5300562014,1.0,0.0,local_exact_global_fail
ctxfam_1029,local_only,n7|k4|m2|r5|b8,7,4,2,8,5,1,0,1,1,1,7.1933255731,1.0,0.0,local_exact_global_fail
ctxfam_1032,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,4.3215666747,1.0,0.0,local_exact_global_fail
ctxfam_1036,local_only,n4|k4|m2|r4|b8,4,4,2,8,4,1,0,1,1,1,5.2541063545,1.0,0.0,local_exact_global_fail
ctxfam_1037,local_only,n7|k3|m2|r4|b6,7,3,2,6,4,1,0,2,1,1,4.7272292077,1.0,0.0,local_exact_global_fail
ctxfam_1045,local_only,n5|k4|m2|r5|b8,5,4,2,8,5,1,0,2,1,1,5.1229797744,1.0,0.0,local_exact_global_fail
ctxfam_1047,local_only,n6|k4|m2|r5|b8,6,4,2,8,5,1,0,2,1,1,3.967264866,1.0,0.0,local_exact_global_fail
ctxfam_1051,local_only,n5|k5|m2|r5|b10,5,5,2,10,5,1,0,1,1,1,4.8331298549,1.0,0.0,local_exact_global_fail
