family_id,mode,n,k_contexts,m_per_context,total_budget,stack_rank,descriptor_signature,local_exact_all,shared_exact,context_invariance_gap,cid,mean_local_dls,joint_dls,stack_alignment,stack_residual,stack_logdet_info,rank_only_pred_shared,budget_only_pred_shared,enlarged_shared_exact,enlarged_local_exact_all,enlargement_flip,shared_aug_threshold,shared_aug_found,shared_aug_rows,shared_aug_residual,notes
ctxfam_1463,shared_exact,6,2,2,4,2,n6|k2|m2|r2|b4,0,0,0,1.4412969576,1.0,1.0,0.7411354246,1.4412969576,-28.1505519056,0,0,0,0,0,4,1,4,0.0,
ctxfam_1464,redundant_measurement,6,2,2,4,1,n6|k2|m2|r1|b4,0,0,0,3.0895719033,0.8947368421,0.8947368421,0.1742771762,3.0895719033,-50.5615616028,0,0,0,0,0,,0,,,
ctxfam_1465,mixed_random,5,4,2,8,5,n5|k4|m2|r5|b8,0,0,0,5.2314739419,0.75,0.0,1.0,0.0,-42.6317349823,1,1,0,0,0,3,1,3,0.0,
ctxfam_1466,local_only,6,2,2,4,3,n6|k2|m2|r3|b4,1,0,1,4.2618165288,0.0,0.0,1.0,0.0,-8.0754603565,0,0,0,1,0,1,1,1,0.0,
ctxfam_1467,shared_exact,6,4,2,8,2,n6|k4|m2|r2|b8,0,0,0,3.9516967098,1.0,1.0,0.116373753,3.9516967098,-100.8132132352,0,1,0,0,0,4,1,4,0.0,
ctxfam_1468,redundant_measurement,7,3,2,6,1,n7|k3|m2|r1|b6,0,0,0,4.2761798706,0.8,0.8,0.2059333328,4.2761798706,-86.3508328219,0,0,0,0,0,,0,,,
ctxfam_1469,local_only,4,2,2,4,3,n4|k2|m2|r3|b4,1,0,1,3.9776530695,0.0,0.0,1.0,0.0,-9.4447976437,0,1,0,1,0,1,1,1,0.0,
ctxfam_1470,local_only,6,2,2,4,3,n6|k2|m2|r3|b4,1,0,1,3.2560731654,0.0,0.0,1.0,0.0,-7.9678006427,0,0,0,1,0,1,1,1,0.0,
ctxfam_1471,shared_exact,6,4,2,8,2,n6|k4|m2|r2|b8,0,0,0,2.0030097835,1.0,1.0,0.5404780406,2.0030097835,-100.4994429471,0,1,0,0,0,4,1,4,0.0,
ctxfam_1472,shared_exact,5,3,2,6,2,n5|k3|m2|r2|b6,0,0,0,1.7054484959,0.0,0.0,0.5863679831,1.7054484959,-64.9663506197,0,1,0,0,0,3,1,3,0.0,
ctxfam_1473,shared_exact,6,3,2,6,2,n6|k3|m2|r2|b6,0,0,0,4.8925014933,1.0,1.0,0.1609429161,4.8925014933,-64.5687830772,0,1,0,0,0,4,1,4,0.0,
ctxfam_1474,redundant_measurement,6,3,2,6,1,n6|k3|m2|r1|b6,0,0,0,4.4045431091,0.90625,0.90625,0.3121259332,4.4045431091,-86.6873029039,0,1,0,0,0,,0,,,
ctxfam_1475,local_only,4,4,2,8,4,n4|k4|m2|r4|b8,1,0,1,6.2208137434,0.0,0.0,1.0,0.0,-56.5269950763,1,1,0,1,0,2,1,2,0.0,
