witness_id,family,n,m_total,rank,total_info,descriptor_signature,local_exact,global_exact,dls,cid,psi,il,tsf,alignment,residual,rank_only_pred,budget_only_pred,target_class,notes
ctx_876,multi_context_shared,5,4,4,6.35610969,n5|m4|r4|i6.36,0,0,0.0,3.3321376,,,0.22368522,0.47295372,1.66666667,0,1,context_shared_decoder,mixed
ctx_877,multi_context_shared,4,4,2,-22.94888959,n4|m4|r2|i-22.95,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_878,multi_context_shared,6,6,6,7.97803247,n6|m6|r6|i7.98,0,0,0.0,3.42039403,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_879,multi_context_shared,5,6,2,-46.25860301,n5|m6|r2|i-46.26,1,0,0.0,3.38077832,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_880,multi_context_shared,6,6,2,-46.15030743,n6|m6|r2|i-46.15,1,0,0.0,3.54861975,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_881,multi_context_shared,6,8,2,-76.24927352,n6|m8|r2|i-76.25,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_882,multi_context_shared,6,8,6,-14.89586029,n6|m8|r6|i-14.90,0,0,0.0,3.15390293,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_883,multi_context_shared,6,6,2,-46.55109307,n6|m6|r2|i-46.55,1,0,0.0,2.88539333,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_884,multi_context_shared,6,8,6,-14.71054976,n6|m8|r6|i-14.71,0,0,0.0,3.05189609,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_885,multi_context_shared,5,4,2,-22.66120696,n5|m4|r2|i-22.66,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_886,multi_context_shared,4,4,3,-6.15257242,n4|m4|r3|i-6.15,0,0,0.0,3.43857708,,,1.0,1.0,0.0,0,1,context_shared_decoder,mixed
ctx_887,multi_context_shared,4,8,2,-75.55612622,n4|m8|r2|i-75.56,1,0,0.0,1.58943883,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_888,multi_context_shared,4,6,4,-20.43883791,n4|m6|r4|i-20.44,0,0,0.0,2.51260317,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_889,multi_context_shared,6,8,2,-74.25170747,n6|m8|r2|i-74.25,1,0,0.0,2.8284832,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_890,multi_context_shared,4,8,2,-78.10557091,n4|m8|r2|i-78.11,1,0,0.0,1.00589976,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_891,multi_context_shared,6,6,2,-47.37596075,n6|m6|r2|i-47.38,1,0,0.0,2.66939958,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_892,multi_context_shared,5,8,5,-28.41492645,n5|m8|r5|i-28.41,0,0,0.0,1.9531192,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_893,multi_context_shared,5,6,5,-7.46636727,n5|m6|r5|i-7.47,0,0,0.0,3.13717018,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_894,multi_context_shared,5,6,2,-47.77655057,n5|m6|r2|i-47.78,1,0,0.0,2.50131272,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_895,multi_context_shared,5,6,2,-48.65809808,n5|m6|r2|i-48.66,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_896,multi_context_shared,6,8,2,-74.65664278,n6|m8|r2|i-74.66,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_897,multi_context_shared,5,4,2,-20.61710552,n5|m4|r2|i-20.62,1,0,0.0,2.41161763,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_898,multi_context_shared,5,8,2,-75.63113613,n5|m8|r2|i-75.63,1,0,0.0,1.3783831,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_899,multi_context_shared,6,4,2,-21.14486022,n6|m4|r2|i-21.14,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_900,multi_context_shared,5,4,2,-22.05507176,n5|m4|r2|i-22.06,1,0,0.0,1.67841389,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_901,multi_context_shared,6,4,2,-21.76738962,n6|m4|r2|i-21.77,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_902,multi_context_shared,4,4,2,-22.15038189,n4|m4|r2|i-22.15,1,0,0.0,1.39992821,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_903,multi_context_shared,5,8,5,-28.37904849,n5|m8|r5|i-28.38,0,0,0.0,3.15163634,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_904,multi_context_shared,6,6,2,-47.12816126,n6|m6|r2|i-47.13,1,0,0.0,1.9957351,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_905,multi_context_shared,5,4,2,-22.53115446,n5|m4|r2|i-22.53,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_906,multi_context_shared,6,4,2,-19.76009147,n6|m4|r2|i-19.76,1,0,0.0,3.06143067,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_907,multi_context_shared,5,4,4,7.17242593,n5|m4|r4|i7.17,0,0,0.0,2.65002926,,,0.66473514,0.81531291,0.55406126,0,1,context_shared_decoder,mixed
ctx_908,multi_context_shared,4,6,2,-48.76075238,n4|m6|r2|i-48.76,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_909,multi_context_shared,5,4,2,-21.42444509,n5|m4|r2|i-21.42,1,0,0.0,1.97537285,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_910,multi_context_shared,4,8,2,-74.93588597,n4|m8|r2|i-74.94,1,0,0.0,2.49403683,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_911,multi_context_shared,4,6,2,-47.21773677,n4|m6|r2|i-47.22,1,0,0.0,2.98404257,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_912,multi_context_shared,6,8,2,-73.85707634,n6|m8|r2|i-73.86,1,0,0.0,3.13925674,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_913,multi_context_shared,6,6,2,-48.12317512,n6|m6|r2|i-48.12,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_914,multi_context_shared,4,4,4,3.21888322,n4|m4|r4|i3.22,0,0,0.0,2.57823432,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_915,multi_context_shared,5,8,2,-75.46651418,n5|m8|r2|i-75.47,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_916,multi_context_shared,4,4,2,-23.06667263,n4|m4|r2|i-23.07,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_917,multi_context_shared,6,4,2,-20.5835036,n6|m4|r2|i-20.58,1,0,0.0,1.79835418,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_918,multi_context_shared,6,8,2,-76.16923052,n6|m8|r2|i-76.17,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_919,multi_context_shared,4,4,2,-22.29348287,n4|m4|r2|i-22.29,1,0,0.0,1.58623108,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_920,multi_context_shared,6,4,2,-21.27491309,n6|m4|r2|i-21.27,1,0,0.0,2.02574108,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_921,multi_context_shared,5,8,2,-73.81785563,n5|m8|r2|i-73.82,1,0,0.0,3.38340495,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_922,multi_context_shared,5,8,2,-76.09512274,n5|m8|r2|i-76.10,1,0,0.0,1.43774619,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_923,multi_context_shared,4,4,2,-20.58176612,n4|m4|r2|i-20.58,1,0,0.0,2.4,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_924,multi_context_shared,4,8,2,-75.73844789,n4|m8|r2|i-75.74,1,0,0.0,1.64053322,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_925,multi_context_shared,5,8,5,-28.75798288,n5|m8|r5|i-28.76,0,0,0.0,3.21384477,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_926,multi_context_shared,4,6,2,-46.20357178,n4|m6|r2|i-46.20,1,0,0.0,3.03097056,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_927,multi_context_shared,5,4,2,-20.76408767,n5|m4|r2|i-20.76,1,0,0.0,1.85674818,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_928,multi_context_shared,4,6,2,-48.90593446,n4|m6|r2|i-48.91,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_929,multi_context_shared,5,8,2,-74.43987541,n5|m8|r2|i-74.44,1,0,0.0,1.99645341,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_930,multi_context_shared,6,4,2,-21.52622762,n6|m4|r2|i-21.53,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_931,multi_context_shared,4,8,2,-76.65473844,n4|m8|r2|i-76.65,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_932,multi_context_shared,5,6,2,-48.32861899,n5|m6|r2|i-48.33,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_933,multi_context_shared,4,8,2,-76.38280478,n4|m8|r2|i-76.38,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_934,multi_context_shared,6,6,2,-48.08502335,n6|m6|r2|i-48.09,1,0,0.0,2.2323334,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_935,multi_context_shared,5,6,2,-48.56500775,n5|m6|r2|i-48.57,1,0,0.0,1.87887429,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_936,multi_context_shared,5,6,2,-47.61664448,n5|m6|r2|i-47.62,1,0,0.0,2.54821414,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_937,multi_context_shared,6,8,2,-76.59411378,n6|m8|r2|i-76.59,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_938,multi_context_shared,6,4,4,7.81923562,n6|m4|r4|i7.82,0,0,0.0,3.74107814,,,0.35088303,0.59235381,1.72949633,0,1,context_shared_decoder,mixed
ctx_939,multi_context_shared,6,6,6,9.43700562,n6|m6|r6|i9.44,0,0,0.0,3.31662479,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_940,multi_context_shared,4,6,2,-49.35124544,n4|m6|r2|i-49.35,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_941,multi_context_shared,4,4,2,-22.16718918,n4|m4|r2|i-22.17,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_942,multi_context_shared,5,8,2,-76.33628459,n5|m8|r2|i-76.34,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_943,multi_context_shared,6,8,2,-73.86137125,n6|m8|r2|i-73.86,1,0,0.0,3.39916918,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_944,multi_context_shared,4,6,4,-19.18855038,n4|m6|r4|i-19.19,0,0,0.0,3.73928731,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_945,multi_context_shared,6,6,2,-48.20932112,n6|m6|r2|i-48.21,1,0,0.0,2.46835978,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_946,multi_context_shared,4,6,2,-48.95212358,n4|m6|r2|i-48.95,1,0,0.0,1.59746772,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_947,multi_context_shared,4,6,2,-47.67523859,n4|m6|r2|i-47.68,1,0,0.0,2.73529883,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_948,multi_context_shared,6,6,6,11.40756663,n6|m6|r6|i11.41,0,0,0.0,3.3340844,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_949,multi_context_shared,5,4,2,-21.34688687,n5|m4|r2|i-21.35,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_950,multi_context_shared,4,6,2,-48.87516283,n4|m6|r2|i-48.88,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_951,multi_context_shared,6,4,2,-21.8626997,n6|m4|r2|i-21.86,1,0,0.0,1.26491106,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_952,multi_context_shared,6,6,2,-49.17299721,n6|m6|r2|i-49.17,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_953,multi_context_shared,6,6,6,11.35350938,n6|m6|r6|i11.35,0,0,0.0,4.10215875,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_954,multi_context_shared,4,8,2,-74.45751412,n4|m8|r2|i-74.46,1,0,0.0,2.93090632,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_955,multi_context_shared,5,6,2,-46.83149682,n5|m6|r2|i-46.83,1,0,0.0,3.39123043,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_956,multi_context_shared,5,8,2,-73.81957414,n5|m8|r2|i-73.82,1,0,0.0,3.46464942,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_957,multi_context_shared,6,8,2,-74.83410328,n6|m8|r2|i-74.83,1,0,0.0,3.02137077,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_958,multi_context_shared,5,4,2,-21.92723837,n5|m4|r2|i-21.93,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_959,multi_context_shared,5,6,2,-46.72504635,n5|m6|r2|i-46.73,1,0,0.0,2.41398464,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_960,multi_context_shared,6,6,2,-47.51964008,n6|m6|r2|i-47.52,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_961,multi_context_shared,4,8,4,-44.93168657,n4|m8|r4|i-44.93,0,0,0.0,2.68480194,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_962,multi_context_shared,4,8,2,-74.83410328,n4|m8|r2|i-74.83,1,0,0.0,2.88339796,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_963,multi_context_shared,5,8,2,-74.33281062,n5|m8|r2|i-74.33,1,0,0.0,3.36505639,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_964,multi_context_shared,4,4,2,-22.0252189,n4|m4|r2|i-22.03,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_965,multi_context_shared,6,8,2,-76.24927354,n6|m8|r2|i-76.25,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_966,multi_context_shared,5,4,4,6.47389217,n5|m4|r4|i6.47,0,0,0.0,3.72380609,,,0.49819006,0.7058258,1.06066017,0,1,context_shared_decoder,mixed
ctx_967,multi_context_shared,6,6,2,-45.91717094,n6|m6|r2|i-45.92,1,0,0.0,3.26801286,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_968,multi_context_shared,5,6,2,-48.97047297,n5|m6|r2|i-48.97,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_969,multi_context_shared,6,6,2,-46.41382013,n6|m6|r2|i-46.41,1,0,0.0,3.23852995,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_970,multi_context_shared,5,4,2,-22.02521892,n5|m4|r2|i-22.03,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_971,multi_context_shared,4,8,2,-75.55612638,n4|m8|r2|i-75.56,1,0,0.0,1.73205081,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_972,multi_context_shared,4,4,2,-20.72326573,n4|m4|r2|i-20.72,1,0,0.0,2.12132034,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_973,multi_context_shared,5,6,2,-48.50046934,n5|m6|r2|i-48.50,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_974,multi_context_shared,6,8,2,-75.03907022,n6|m8|r2|i-75.04,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_975,multi_context_shared,4,6,2,-47.05273378,n4|m6|r2|i-47.05,1,0,0.0,3.0849619,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_976,multi_context_shared,6,8,2,-74.52205261,n6|m8|r2|i-74.52,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_977,multi_context_shared,5,4,2,-24.63528784,n5|m4|r2|i-24.64,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_978,multi_context_shared,6,8,6,-12.71217665,n6|m8|r6|i-12.71,0,0,0.0,3.95070559,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_979,multi_context_shared,4,8,2,-75.93081977,n4|m8|r2|i-75.93,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_980,multi_context_shared,4,6,2,-49.03946574,n4|m6|r2|i-49.04,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_981,multi_context_shared,6,8,6,-14.34975359,n6|m8|r6|i-14.35,0,0,0.0,3.48649571,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_982,multi_context_shared,6,8,6,-13.97024125,n6|m8|r6|i-13.97,0,0,0.0,2.59680596,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_983,multi_context_shared,5,6,2,-48.18962025,n5|m6|r2|i-48.19,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_984,multi_context_shared,5,4,4,8.5978517,n5|m4|r4|i8.60,0,0,0.0,3.88157443,,,0.12010057,0.34655529,2.44496621,0,1,context_shared_decoder,mixed
ctx_985,multi_context_shared,4,4,2,-22.46053684,n4|m4|r2|i-22.46,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_986,multi_context_shared,4,6,4,-17.65870702,n4|m6|r4|i-17.66,0,0,0.0,2.64252371,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_987,multi_context_shared,6,4,4,7.90211849,n6|m4|r4|i7.90,0,0,0.0,3.30502583,,,0.50608075,0.71139353,1.07986653,0,1,context_shared_decoder,mixed
ctx_988,multi_context_shared,4,4,4,1.38660756,n4|m4|r4|i1.39,0,0,0.0,2.68519154,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_989,multi_context_shared,4,8,2,-74.91646787,n4|m8|r2|i-74.92,1,0,0.0,2.95751332,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_990,multi_context_shared,6,8,2,-75.08352196,n6|m8|r2|i-75.08,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_991,multi_context_shared,4,8,2,-75.78974117,n4|m8|r2|i-75.79,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_992,multi_context_shared,6,4,2,-22.98662855,n6|m4|r2|i-22.99,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_993,multi_context_shared,6,8,2,-76.20845133,n6|m8|r2|i-76.21,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_994,multi_context_shared,6,8,2,-74.45059363,n6|m8|r2|i-74.45,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_995,multi_context_shared,5,8,2,-73.3926687,n5|m8|r2|i-73.39,1,0,0.0,3.68572343,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_996,multi_context_shared,6,4,2,-21.16332226,n6|m4|r2|i-21.16,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_997,multi_context_shared,4,4,2,-23.60566686,n4|m4|r2|i-23.61,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_998,multi_context_shared,5,8,2,-74.88669573,n5|m8|r2|i-74.89,1,0,0.0,2.81099112,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_999,multi_context_shared,6,6,2,-49.35124493,n6|m6|r2|i-49.35,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1000,multi_context_shared,6,4,2,-21.06294308,n6|m4|r2|i-21.06,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1001,multi_context_shared,5,4,2,-21.49979444,n5|m4|r2|i-21.50,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1002,multi_context_shared,6,6,2,-48.36433719,n6|m6|r2|i-48.36,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1003,multi_context_shared,6,4,2,-21.1633222,n6|m4|r2|i-21.16,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1004,multi_context_shared,4,6,2,-49.15279448,n4|m6|r2|i-49.15,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1005,multi_context_shared,4,8,2,-77.23010274,n4|m8|r2|i-77.23,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1006,multi_context_shared,4,8,4,-45.69528627,n4|m8|r4|i-45.70,0,0,0.0,2.52574865,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_1007,multi_context_shared,5,6,2,-48.11134063,n5|m6|r2|i-48.11,1,0,0.0,2.20725756,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1008,multi_context_shared,6,8,2,-74.2563109,n6|m8|r2|i-74.26,1,0,0.0,3.34462532,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1009,multi_context_shared,6,4,2,-21.94404546,n6|m4|r2|i-21.94,1,0,0.0,1.06314072,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1010,multi_context_shared,6,4,4,7.97108639,n6|m4|r4|i7.97,0,0,0.0,3.65748037,,,0.04976857,0.22308871,2.80119351,0,1,context_shared_decoder,mixed
ctx_1011,multi_context_shared,5,4,2,-21.64960662,n5|m4|r2|i-21.65,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1012,multi_context_shared,6,4,4,7.26122695,n6|m4|r4|i7.26,0,0,1.0,2.44130766,,,0.63948687,0.79967923,0.52999894,0,1,context_shared_decoder,mixed
ctx_1013,multi_context_shared,5,6,2,-46.49191366,n5|m6|r2|i-46.49,1,0,0.0,2.78311983,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1014,multi_context_shared,6,6,2,-47.69263037,n6|m6|r2|i-47.69,1,0,0.0,2.79300303,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1015,multi_context_shared,6,8,2,-73.93118431,n6|m8|r2|i-73.93,1,0,0.0,3.07574416,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1016,multi_context_shared,4,4,2,-22.13385169,n4|m4|r2|i-22.13,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1017,multi_context_shared,5,6,5,-4.67548157,n5|m6|r5|i-4.68,0,0,0.0,3.29218613,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_1018,multi_context_shared,6,8,2,-74.43222884,n6|m8|r2|i-74.43,1,0,0.0,2.14312004,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1019,multi_context_shared,4,6,2,-48.67036842,n4|m6|r2|i-48.67,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1020,multi_context_shared,5,8,2,-75.99333995,n5|m8|r2|i-75.99,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1021,multi_context_shared,5,6,5,-2.93557736,n5|m6|r5|i-2.94,0,0,0.0,2.94119234,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_1022,multi_context_shared,5,6,5,-5.23028288,n5|m6|r5|i-5.23,0,0,0.0,3.70476697,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_1023,multi_context_shared,6,8,6,-16.32001098,n6|m8|r6|i-16.32,0,0,0.0,3.35706608,,,1.0,1.0,0.0,1,1,context_shared_decoder,mixed
ctx_1024,multi_context_shared,5,4,2,-21.16955283,n5|m4|r2|i-21.17,1,0,0.0,2.35339362,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1025,multi_context_shared,4,6,2,-48.51445561,n4|m6|r2|i-48.51,1,0,0.0,2.32087076,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1026,multi_context_shared,6,4,4,9.05310207,n6|m4|r4|i9.05,0,0,0.0,1.99871675,,,0.03739395,0.19337515,1.6132497,0,1,context_shared_decoder,mixed
ctx_1027,multi_context_shared,5,4,2,-20.88343434,n5|m4|r2|i-20.88,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1028,multi_context_shared,4,4,2,-21.26799281,n4|m4|r2|i-21.27,1,0,0.0,1.51310069,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1029,multi_context_shared,4,6,2,-49.20760278,n4|m6|r2|i-49.21,1,0,0.0,2.15116869,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1030,multi_context_shared,5,6,2,-48.27732582,n5|m6|r2|i-48.28,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1031,multi_context_shared,4,8,2,-76.33628489,n4|m8|r2|i-76.34,1,1,0.0,0.0,,,1.0,1.0,0.0,0,1,context_shared_decoder,shared_exact
ctx_1032,multi_context_shared,4,8,2,-75.13515708,n4|m8|r2|i-75.14,1,0,0.0,2.80760629,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1033,multi_context_shared,4,4,2,-22.02154912,n4|m4|r2|i-22.02,1,0,0.0,1.58745079,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
ctx_1034,multi_context_shared,4,4,2,-22.29348245,n4|m4|r2|i-22.29,1,0,0.0,1.47882247,,,1.0,1.0,0.0,0,1,context_shared_decoder,local_only
