anomaly_id,type,family,n,contexts,descriptor_signature,local_exact,global_exact,fragility_metric,trigger,notes
p_ctx_995,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-73.39,1,0,3.68572343,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_996,context_drift_flip,multi_context_shared,6,2,n6|m4|r2|i-21.16,0,0,0.06936602,eps=0.01985,global verdict changed under context drift
p_ctx_flip_997,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-23.61,0,0,0.03482596,eps=0.01101,global verdict changed under context drift
p_ctx_998,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-74.89,1,0,2.81099112,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_999,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-49.35,0,0,0.17720971,eps=0.02621,global verdict changed under context drift
p_ctx_flip_1000,context_drift_flip,multi_context_shared,6,2,n6|m4|r2|i-21.06,0,0,0.18677255,eps=0.06666,global verdict changed under context drift
p_ctx_flip_1001,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-21.50,0,0,0.15077493,eps=0.03189,global verdict changed under context drift
p_ctx_flip_1002,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-48.36,0,0,0.36343744,eps=0.09562,global verdict changed under context drift
p_ctx_flip_1003,context_drift_flip,multi_context_shared,6,2,n6|m4|r2|i-21.16,0,0,0.30435703,eps=0.06416,global verdict changed under context drift
p_ctx_flip_1004,context_drift_flip,multi_context_shared,4,3,n4|m6|r2|i-49.15,0,0,0.07382147,eps=0.02229,global verdict changed under context drift
p_ctx_flip_1005,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-77.23,0,0,0.01809385,eps=0.00477,global verdict changed under context drift
p_ctx_1007,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-48.11,1,0,2.20725756,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1008,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-74.26,1,0,3.34462532,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1009,local_exact_global_fail,multi_context_shared,6,2,n6|m4|r2|i-21.94,1,0,1.06314072,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1011,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-21.65,0,0,0.0447582,eps=0.01173,global verdict changed under context drift
p_ctx_1013,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-46.49,1,0,2.78311983,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1014,local_exact_global_fail,multi_context_shared,6,3,n6|m6|r2|i-47.69,1,0,2.79300303,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1015,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-73.93,1,0,3.07574416,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1016,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-22.13,0,0,0.53339262,eps=0.06987,global verdict changed under context drift
p_ctx_1018,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-74.43,1,0,2.14312004,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1019,context_drift_flip,multi_context_shared,4,3,n4|m6|r2|i-48.67,0,0,0.25956215,eps=0.09628,global verdict changed under context drift
p_ctx_flip_1020,context_drift_flip,multi_context_shared,5,4,n5|m8|r2|i-75.99,0,0,0.25736433,eps=0.03192,global verdict changed under context drift
p_ctx_1024,local_exact_global_fail,multi_context_shared,5,2,n5|m4|r2|i-21.17,1,0,2.35339362,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1025,local_exact_global_fail,multi_context_shared,4,3,n4|m6|r2|i-48.51,1,0,2.32087076,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1027,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-20.88,0,0,0.2900983,eps=0.05134,global verdict changed under context drift
p_ctx_1028,local_exact_global_fail,multi_context_shared,4,2,n4|m4|r2|i-21.27,1,0,1.51310069,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1029,local_exact_global_fail,multi_context_shared,4,3,n4|m6|r2|i-49.21,1,0,2.15116869,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1030,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-48.28,0,0,0.2676015,eps=0.06130,global verdict changed under context drift
p_ctx_flip_1031,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-76.34,0,0,0.27835171,eps=0.08805,global verdict changed under context drift
p_ctx_1032,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-75.14,1,0,2.80760629,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1033,local_exact_global_fail,multi_context_shared,4,2,n4|m4|r2|i-22.02,1,0,1.58745079,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1034,local_exact_global_fail,multi_context_shared,4,2,n4|m4|r2|i-22.29,1,0,1.47882247,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1035,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-48.59,1,0,1.69705627,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1036,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-24.17,0,0,0.24974353,eps=0.09975,global verdict changed under context drift
p_ctx_1037,local_exact_global_fail,multi_context_shared,5,2,n5|m4|r2|i-21.84,1,0,1.76240194,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1039,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-76.95,1,0,1.46009655,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1040,local_exact_global_fail,multi_context_shared,5,2,n5|m4|r2|i-19.78,1,0,3.03358111,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1041,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-75.00,0,0,0.09760097,eps=0.03635,global verdict changed under context drift
p_ctx_1042,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-50.58,1,0,1.49071198,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1043,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-75.28,1,0,2.00241457,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1044,local_exact_global_fail,multi_context_shared,4,2,n4|m4|r2|i-20.58,1,0,2.52534919,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1045,context_drift_flip,multi_context_shared,6,2,n6|m4|r2|i-21.39,0,0,0.10544796,eps=0.03375,global verdict changed under context drift
p_ctx_flip_1047,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-23.41,0,0,0.25258435,eps=0.08578,global verdict changed under context drift
p_ctx_1048,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-74.28,1,0,1.99284493,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1049,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-75.51,0,0,0.1675595,eps=0.02663,global verdict changed under context drift
p_ctx_flip_1051,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-75.99,0,0,0.32679616,eps=0.05401,global verdict changed under context drift
p_ctx_1052,local_exact_global_fail,multi_context_shared,5,2,n5|m4|r2|i-20.51,1,0,2.33435617,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1053,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-48.14,0,0,0.29742888,eps=0.06004,global verdict changed under context drift
p_ctx_flip_1054,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-22.81,0,0,0.27833828,eps=0.09635,global verdict changed under context drift
p_ctx_flip_1055,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-48.52,0,0,0.13021932,eps=0.03044,global verdict changed under context drift
p_ctx_1056,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-73.77,1,0,2.55221695,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1057,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-77.29,0,0,0.06737567,eps=0.02763,global verdict changed under context drift
p_ctx_flip_1058,context_drift_flip,multi_context_shared,4,3,n4|m6|r2|i-48.52,0,0,0.19979793,eps=0.07703,global verdict changed under context drift
p_ctx_1060,local_exact_global_fail,multi_context_shared,4,3,n4|m6|r2|i-50.36,1,0,1.17207343,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1061,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-75.35,1,0,2.34512019,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1062,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-47.96,0,0,0.10021551,eps=0.02835,global verdict changed under context drift
p_ctx_1063,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-76.40,1,0,2.12132034,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1064,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-48.68,0,0,0.12953185,eps=0.05188,global verdict changed under context drift
p_ctx_flip_1065,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-22.69,0,0,0.25288657,eps=0.07953,global verdict changed under context drift
p_ctx_1066,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-75.33,1,0,2.43744063,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1067,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-48.88,0,0,0.24301475,eps=0.06610,global verdict changed under context drift
p_ctx_1068,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-49.94,1,0,0.99697906,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1069,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-23.25,0,0,0.22226812,eps=0.07364,global verdict changed under context drift
p_ctx_1070,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-73.92,1,0,2.64921877,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1071,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-48.77,0,0,0.17153565,eps=0.04074,global verdict changed under context drift
p_ctx_1072,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-73.62,1,0,3.67768819,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1073,context_drift_flip,multi_context_shared,5,4,n5|m8|r2|i-75.53,0,0,0.55792031,eps=0.09395,global verdict changed under context drift
p_ctx_1074,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-74.22,1,0,3.39507616,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1075,context_drift_flip,multi_context_shared,6,2,n6|m4|r2|i-21.46,0,0,0.11387903,eps=0.01887,global verdict changed under context drift
p_ctx_1076,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-73.83,1,0,3.10786246,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1078,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-75.73,0,0,0.21550889,eps=0.08092,global verdict changed under context drift
p_ctx_flip_1079,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-21.44,0,0,0.25684074,eps=0.06894,global verdict changed under context drift
p_ctx_1080,local_exact_global_fail,multi_context_shared,6,3,n6|m6|r2|i-48.79,1,0,2.11351337,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1081,local_exact_global_fail,multi_context_shared,4,2,n4|m4|r2|i-22.44,1,0,1.22474487,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1082,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-48.60,0,0,0.3516509,eps=0.09411,global verdict changed under context drift
p_ctx_1083,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-47.79,1,0,2.35850473,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1084,context_drift_flip,multi_context_shared,4,3,n4|m6|r2|i-48.12,0,0,0.2457605,eps=0.09575,global verdict changed under context drift
p_ctx_flip_1085,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-75.16,0,0,0.0766771,eps=0.03397,global verdict changed under context drift
p_ctx_1086,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-74.80,1,0,2.91450265,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1088,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-48.83,0,0,0.52621684,eps=0.08986,global verdict changed under context drift
p_ctx_flip_1089,context_drift_flip,multi_context_shared,4,3,n4|m6|r2|i-48.41,0,0,0.06328576,eps=0.02554,global verdict changed under context drift
p_ctx_flip_1092,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-47.76,0,0,0.29120431,eps=0.08429,global verdict changed under context drift
p_ctx_1094,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-75.55,1,0,2.34520788,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1097,local_exact_global_fail,multi_context_shared,6,2,n6|m4|r2|i-19.46,1,0,3.42539535,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1098,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-76.65,0,0,0.02886023,eps=0.00748,global verdict changed under context drift
p_ctx_flip_1100,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-77.35,0,0,0.03971818,eps=0.01050,global verdict changed under context drift
p_ctx_1101,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-75.40,1,0,1.7445735,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1102,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-48.92,0,0,0.18015744,eps=0.07309,global verdict changed under context drift
p_ctx_1104,local_exact_global_fail,multi_context_shared,6,2,n6|m4|r2|i-20.88,1,0,1.78661691,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1105,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-76.62,0,0,0.61868329,eps=0.09729,global verdict changed under context drift
p_ctx_flip_1106,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-75.33,0,0,0.12122398,eps=0.02668,global verdict changed under context drift
p_ctx_flip_1107,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-21.63,0,0,0.1148559,eps=0.07700,global verdict changed under context drift
p_ctx_flip_1108,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-47.98,0,0,0.27702101,eps=0.05588,global verdict changed under context drift
p_ctx_1110,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-73.66,1,0,3.0730799,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1111,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-73.92,1,0,3.53793536,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1112,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-49.89,0,0,0.02159757,eps=0.00666,global verdict changed under context drift
p_ctx_1113,local_exact_global_fail,multi_context_shared,6,3,n6|m6|r2|i-48.09,1,0,2.02173218,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1114,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-75.00,1,0,2.41073267,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1115,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-21.86,0,0,0.20798625,eps=0.06216,global verdict changed under context drift
p_ctx_flip_1116,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-76.10,0,0,0.28274734,eps=0.08969,global verdict changed under context drift
p_ctx_1117,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-46.99,1,0,2.33210302,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1119,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-22.72,0,0,0.19532411,eps=0.05562,global verdict changed under context drift
p_ctx_1121,local_exact_global_fail,multi_context_shared,6,3,n6|m6|r2|i-47.50,1,0,2.68109549,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1122,local_exact_global_fail,multi_context_shared,4,3,n4|m6|r2|i-48.25,1,0,2.40423713,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1123,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-75.67,0,0,0.1129344,eps=0.05200,global verdict changed under context drift
p_ctx_flip_1125,context_drift_flip,multi_context_shared,4,3,n4|m6|r2|i-49.89,0,0,0.07984166,eps=0.03567,global verdict changed under context drift
p_ctx_flip_1126,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-48.02,0,0,0.39018402,eps=0.07368,global verdict changed under context drift
p_ctx_flip_1127,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-23.47,0,0,0.17064867,eps=0.05557,global verdict changed under context drift
p_ctx_1128,local_exact_global_fail,multi_context_shared,6,2,n6|m4|r2|i-21.44,1,0,1.36553779,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1129,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-47.24,1,0,2.98960873,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1130,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-48.91,0,0,0.13221491,eps=0.03379,global verdict changed under context drift
p_ctx_flip_1131,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-22.22,0,0,0.01237558,eps=0.00534,global verdict changed under context drift
p_ctx_1132,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-46.86,1,0,3.20934991,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1134,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-47.64,1,0,2.26029226,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1135,context_drift_flip,multi_context_shared,4,3,n4|m6|r2|i-48.42,0,0,0.51408688,eps=0.09062,global verdict changed under context drift
p_ctx_flip_1136,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-50.07,0,0,0.15024658,eps=0.02322,global verdict changed under context drift
p_ctx_flip_1137,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-21.97,0,0,0.06512347,eps=0.01558,global verdict changed under context drift
p_ctx_1138,local_exact_global_fail,multi_context_shared,4,2,n4|m4|r2|i-20.87,1,0,2.26778684,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1139,context_drift_flip,multi_context_shared,5,4,n5|m8|r2|i-75.79,0,0,0.18083598,eps=0.04611,global verdict changed under context drift
p_ctx_1141,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-75.80,1,0,1.93649167,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1142,context_drift_flip,multi_context_shared,6,2,n6|m4|r2|i-21.02,0,0,0.3111007,eps=0.08192,global verdict changed under context drift
p_ctx_1144,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-74.11,1,0,2.73373547,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1145,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-48.03,0,0,0.19700095,eps=0.03739,global verdict changed under context drift
p_ctx_flip_1146,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-76.59,0,0,0.48668406,eps=0.09907,global verdict changed under context drift
p_ctx_1147,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-75.56,1,0,1.95959179,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1148,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-76.57,0,0,0.51721841,eps=0.09864,global verdict changed under context drift
p_ctx_1149,local_exact_global_fail,multi_context_shared,5,2,n5|m4|r2|i-19.48,1,0,3.25514904,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1151,local_exact_global_fail,multi_context_shared,5,2,n5|m4|r2|i-21.41,1,0,1.98431348,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1154,local_exact_global_fail,multi_context_shared,6,2,n6|m4|r2|i-20.04,1,0,2.75532879,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1155,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-48.43,1,0,1.67945856,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1156,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-48.02,1,0,2.50588809,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1157,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-75.14,0,0,0.21882896,eps=0.05936,global verdict changed under context drift
p_ctx_1160,local_exact_global_fail,multi_context_shared,6,2,n6|m4|r2|i-22.33,1,0,1.15745968,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1161,local_exact_global_fail,multi_context_shared,4,3,n4|m6|r2|i-47.44,1,0,2.96727716,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1162,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-49.08,0,0,0.15599612,eps=0.05796,global verdict changed under context drift
p_ctx_1163,local_exact_global_fail,multi_context_shared,4,3,n4|m6|r2|i-47.15,1,0,2.92682927,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1164,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-73.67,1,0,3.47814687,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1165,context_drift_flip,multi_context_shared,4,3,n4|m6|r2|i-49.70,0,0,0.14207904,eps=0.03847,global verdict changed under context drift
p_ctx_1166,local_exact_global_fail,multi_context_shared,4,2,n4|m4|r2|i-21.33,1,0,1.96190127,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1167,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-74.01,1,0,3.65788807,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1168,context_drift_flip,multi_context_shared,5,4,n5|m8|r2|i-76.62,0,0,0.05663418,eps=0.01222,global verdict changed under context drift
p_ctx_1169,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-74.78,1,0,2.25788379,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1170,local_exact_global_fail,multi_context_shared,6,3,n6|m6|r2|i-47.79,1,0,2.334655,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1171,local_exact_global_fail,multi_context_shared,4,2,n4|m4|r2|i-22.00,1,0,1.35132785,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1172,local_exact_global_fail,multi_context_shared,5,2,n5|m4|r2|i-22.31,1,0,1.16078329,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1173,context_drift_flip,multi_context_shared,6,2,n6|m4|r2|i-21.97,0,0,0.22963666,eps=0.08567,global verdict changed under context drift
p_ctx_1174,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-74.81,1,0,1.82377549,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1175,context_drift_flip,multi_context_shared,5,4,n5|m8|r2|i-75.35,0,0,0.23580472,eps=0.06359,global verdict changed under context drift
p_ctx_1176,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-73.79,1,0,3.26404402,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1178,local_exact_global_fail,multi_context_shared,6,3,n6|m6|r2|i-47.72,1,0,2.81801534,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1179,local_exact_global_fail,multi_context_shared,6,4,n6|m8|r2|i-74.09,1,0,3.00035365,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1180,context_drift_flip,multi_context_shared,6,3,n6|m6|r2|i-47.88,0,0,0.20548752,eps=0.06351,global verdict changed under context drift
p_ctx_flip_1181,context_drift_flip,multi_context_shared,6,2,n6|m4|r2|i-22.81,0,0,0.15189188,eps=0.09058,global verdict changed under context drift
p_ctx_1182,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-47.15,1,0,2.79758061,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1183,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-76.10,0,0,0.4315329,eps=0.08323,global verdict changed under context drift
p_ctx_flip_1184,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-21.63,0,0,0.10935044,eps=0.06595,global verdict changed under context drift
p_ctx_1185,local_exact_global_fail,multi_context_shared,6,3,n6|m6|r2|i-46.59,1,0,3.50074192,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1186,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-22.03,0,0,0.08464955,eps=0.05556,global verdict changed under context drift
p_ctx_1187,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-79.34,1,0,0.96679568,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1188,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-74.89,0,0,0.41004481,eps=0.06296,global verdict changed under context drift
p_ctx_flip_1189,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-21.49,0,0,0.05769122,eps=0.05368,global verdict changed under context drift
p_ctx_1191,local_exact_global_fail,multi_context_shared,4,4,n4|m8|r2|i-74.00,1,0,2.97580626,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1192,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-75.39,0,0,0.90754904,eps=0.09500,global verdict changed under context drift
p_ctx_1193,local_exact_global_fail,multi_context_shared,6,2,n6|m4|r2|i-20.90,1,0,1.64499803,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1195,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-22.15,0,0,0.09054385,eps=0.01622,global verdict changed under context drift
p_ctx_flip_1196,context_drift_flip,multi_context_shared,5,4,n5|m8|r2|i-76.54,0,0,0.11708774,eps=0.05840,global verdict changed under context drift
p_ctx_1197,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-47.20,1,0,2.8892902,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1199,context_drift_flip,multi_context_shared,5,2,n5|m4|r2|i-22.26,0,0,0.02802344,eps=0.01502,global verdict changed under context drift
p_ctx_1200,local_exact_global_fail,multi_context_shared,6,3,n6|m6|r2|i-46.68,1,0,2.69873364,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1201,local_exact_global_fail,multi_context_shared,5,4,n5|m8|r2|i-74.42,1,0,3.12825527,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1202,context_drift_flip,multi_context_shared,4,4,n4|m8|r2|i-78.04,0,0,0.15106131,eps=0.03267,global verdict changed under context drift
p_ctx_1203,local_exact_global_fail,multi_context_shared,4,3,n4|m6|r2|i-46.06,1,0,3.35102296,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_flip_1204,context_drift_flip,multi_context_shared,5,3,n5|m6|r2|i-48.72,0,0,0.35997876,eps=0.07162,global verdict changed under context drift
p_ctx_flip_1205,context_drift_flip,multi_context_shared,6,4,n6|m8|r2|i-75.83,0,0,0.31699207,eps=0.07400,global verdict changed under context drift
p_ctx_flip_1207,context_drift_flip,multi_context_shared,4,2,n4|m4|r2|i-23.85,0,0,0.27453317,eps=0.06374,global verdict changed under context drift
p_ctx_1208,local_exact_global_fail,multi_context_shared,5,3,n5|m6|r2|i-48.62,1,0,2.2222597,shared_decoder_constraint,each context individually exact but no shared decoder
p_ctx_1209,local_exact_global_fail,multi_context_shared,4,3,n4|m6|r2|i-48.45,1,0,1.88909191,shared_decoder_constraint,each context individually exact but no shared decoder
