formation_case_id,mechanism,n,k_contexts,pre_local_exact,pre_shared_exact,post_local_exact,post_shared_exact,pre_context_gap,post_context_gap,pre_alignment,post_alignment,pre_dls,post_dls,structure_created_flag,recoverability_change_shared,recoverability_change_local,pre_shared_aug_threshold,post_shared_aug_threshold,threshold_flip_flag,notes
fsec_773,intervention_generated_structure,7,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_774,feedback_induced_structure,6,2,0,0,0,0,0,0,0.4656870096,0.4655682741,0.0,0.0,0,0,0,,4,1,EXPLORATION/NON-PROMOTED
fsec_775,local_to_global_organization,6,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_776,optimization_induced_structure,7,2,0,0,0,0,0,0,0.2905692002,0.260378831,0.0,1.0,0,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_777,constraint_generation,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,2,0,1,EXPLORATION/NON-PROMOTED
fsec_778,symmetry_breaking,6,2,0,0,1,0,0,1,0.1844151967,1.0,0.8895027624,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_779,context_conditioned_differentiation,4,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_780,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_781,feedback_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,2,2,0,EXPLORATION/NON-PROMOTED
fsec_782,local_to_global_organization,6,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_783,optimization_induced_structure,4,2,0,0,0,0,0,0,1.0,0.7891814893,0.0,0.0,0,0,0,2,3,1,EXPLORATION/NON-PROMOTED
fsec_784,constraint_generation,7,2,0,0,1,1,0,0,0.3161902174,1.0,1.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_785,symmetry_breaking,7,2,0,0,1,0,0,1,0.2119310743,1.0,0.856557377,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_786,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_787,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_788,feedback_induced_structure,7,2,0,0,0,0,0,0,0.2435568406,0.3176508936,0.0,0.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_789,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_790,optimization_induced_structure,6,2,0,0,0,0,0,0,0.1573958277,0.6969542366,0.0,1.0,1,0,0,,4,1,EXPLORATION/NON-PROMOTED
fsec_791,constraint_generation,7,2,0,0,1,1,0,0,0.489371883,1.0,1.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_792,symmetry_breaking,5,2,0,0,1,0,0,1,0.2789685419,1.0,0.8888888889,0.0,1,0,1,4,1,1,EXPLORATION/NON-PROMOTED
fsec_793,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_794,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_795,feedback_induced_structure,5,2,0,0,0,0,0,0,0.469902288,0.4346271421,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_796,local_to_global_organization,7,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_797,optimization_induced_structure,6,2,0,0,0,0,0,0,0.7806381025,0.7252749031,0.0,0.0,0,0,0,4,4,0,EXPLORATION/NON-PROMOTED
fsec_798,constraint_generation,6,2,0,0,1,1,0,0,0.4792785366,1.0,0.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_799,symmetry_breaking,6,2,0,0,1,0,0,1,0.010772307,1.0,0.8125,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_800,context_conditioned_differentiation,7,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_801,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_802,feedback_induced_structure,7,2,0,0,0,0,0,0,0.4179286166,0.2741359349,1.0,0.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_803,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_804,optimization_induced_structure,4,2,0,0,0,0,0,0,0.5840998041,1.0,0.0,0.0,1,0,0,2,2,0,EXPLORATION/NON-PROMOTED
fsec_805,constraint_generation,7,2,0,0,1,1,0,0,0.5066984232,1.0,0.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_806,symmetry_breaking,6,2,0,0,1,0,0,1,0.0914864748,1.0,0.8452380952,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_807,context_conditioned_differentiation,7,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_808,intervention_generated_structure,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_809,feedback_induced_structure,4,2,0,0,0,0,0,0,0.2122736386,1.0,0.0,0.0,1,0,0,3,2,1,EXPLORATION/NON-PROMOTED
fsec_810,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_811,optimization_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,2,2,0,EXPLORATION/NON-PROMOTED
fsec_812,constraint_generation,6,2,0,0,1,1,0,0,0.2741069138,1.0,0.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_813,symmetry_breaking,5,2,0,0,1,0,0,1,0.0574540557,1.0,0.9811320755,0.0,1,0,1,4,1,1,EXPLORATION/NON-PROMOTED
fsec_814,context_conditioned_differentiation,5,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_815,intervention_generated_structure,5,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_816,feedback_induced_structure,5,2,0,0,0,0,0,0,0.4125272066,0.4917411702,0.0,0.0,1,0,0,2,2,0,EXPLORATION/NON-PROMOTED
fsec_817,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_818,optimization_induced_structure,6,2,0,0,0,0,0,0,0.9015526414,0.4438973307,0.0,0.0,0,0,0,4,,0,EXPLORATION/NON-PROMOTED
fsec_819,constraint_generation,6,2,0,0,1,1,0,0,0.4577823315,1.0,0.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_820,symmetry_breaking,7,2,0,0,1,0,0,1,0.0027624362,1.0,0.8415584416,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_821,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_822,intervention_generated_structure,5,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_823,feedback_induced_structure,7,2,0,0,0,0,0,0,0.6449281197,0.5947738038,0.0,0.0,0,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_824,local_to_global_organization,5,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_825,optimization_induced_structure,5,2,0,0,0,0,0,0,0.208571648,0.3403069335,0.0,1.0,1,0,0,2,2,0,EXPLORATION/NON-PROMOTED
fsec_826,constraint_generation,5,2,0,0,1,1,0,0,0.9906273566,1.0,0.0,0.0,1,1,1,3,0,1,EXPLORATION/NON-PROMOTED
fsec_827,symmetry_breaking,5,2,0,0,1,0,0,1,0.0095695981,1.0,0.9642857143,0.0,1,0,1,4,1,1,EXPLORATION/NON-PROMOTED
fsec_828,context_conditioned_differentiation,4,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_829,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_830,feedback_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_831,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_832,optimization_induced_structure,4,2,0,0,0,0,0,0,1.0,0.8809017332,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_833,constraint_generation,5,2,0,0,1,1,0,0,0.7223500786,1.0,0.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_834,symmetry_breaking,6,2,0,0,1,0,0,1,0.3250514423,1.0,0.934375,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_835,context_conditioned_differentiation,4,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_836,intervention_generated_structure,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_837,feedback_induced_structure,5,2,0,0,0,0,0,0,0.7113248654,0.5191893403,1.0,0.0,1,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_838,local_to_global_organization,7,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_839,optimization_induced_structure,4,2,0,0,0,0,0,0,1.0,0.9154845745,0.0,0.0,0,0,0,3,2,1,EXPLORATION/NON-PROMOTED
fsec_840,constraint_generation,6,2,0,0,1,1,0,0,0.2176614726,1.0,0.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_841,symmetry_breaking,7,2,0,0,1,0,0,1,0.0880904939,1.0,0.9104166667,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_842,context_conditioned_differentiation,5,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_843,intervention_generated_structure,7,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_844,feedback_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_845,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_846,optimization_induced_structure,7,2,0,0,0,0,0,0,0.5380733463,0.7086775182,0.0,1.0,1,0,0,,4,1,EXPLORATION/NON-PROMOTED
fsec_847,constraint_generation,4,2,0,0,1,1,0,0,0.7642977396,1.0,1.0,0.0,1,1,1,3,0,1,EXPLORATION/NON-PROMOTED
fsec_848,symmetry_breaking,7,2,0,0,1,0,0,1,0.1679497057,1.0,0.8378378378,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_849,context_conditioned_differentiation,7,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_850,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_851,feedback_induced_structure,7,2,0,0,0,0,0,0,0.2962093668,0.3688809421,0.0,0.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_852,local_to_global_organization,7,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_853,optimization_induced_structure,6,2,0,0,0,0,0,0,0.7160519616,0.8520980054,0.0,0.619047619,1,0,0,4,,0,EXPLORATION/NON-PROMOTED
fsec_854,constraint_generation,6,2,0,0,1,1,0,0,0.2326132298,1.0,0.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_855,symmetry_breaking,4,2,0,0,1,0,0,1,0.108117415,1.0,1.0,0.0,1,0,1,3,1,1,EXPLORATION/NON-PROMOTED
fsec_856,context_conditioned_differentiation,7,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_857,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_858,feedback_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_859,local_to_global_organization,7,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_860,optimization_induced_structure,7,2,0,0,0,0,0,0,0.1952314274,0.644303963,0.0,1.0,1,0,0,4,,0,EXPLORATION/NON-PROMOTED
fsec_861,constraint_generation,5,2,0,0,1,1,0,0,0.9109129194,1.0,0.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_862,symmetry_breaking,7,2,0,0,1,0,0,1,0.0069472088,1.0,0.8774038462,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_863,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_864,intervention_generated_structure,5,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_865,feedback_induced_structure,7,2,0,0,0,0,0,0,0.203732077,0.2936296347,1.0,0.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_866,local_to_global_organization,5,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_867,optimization_induced_structure,7,2,0,0,0,0,0,0,0.2725944017,0.4538673517,0.0,1.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_868,constraint_generation,6,2,0,0,1,1,0,0,0.4332375136,1.0,0.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_869,symmetry_breaking,4,2,0,0,1,0,0,1,0.0097089678,1.0,1.0,0.0,1,0,1,3,1,1,EXPLORATION/NON-PROMOTED
fsec_870,context_conditioned_differentiation,7,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_871,intervention_generated_structure,5,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_872,feedback_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_873,local_to_global_organization,6,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_874,optimization_induced_structure,7,2,0,0,0,0,0,0,0.3747948665,0.4662880132,1.0,1.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_875,constraint_generation,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,3,0,1,EXPLORATION/NON-PROMOTED
fsec_876,symmetry_breaking,6,2,0,0,1,0,0,1,0.0264947775,1.0,0.9322033898,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_877,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_878,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_879,feedback_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_880,local_to_global_organization,5,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_881,optimization_induced_structure,7,2,0,0,0,0,0,0,0.2225825171,0.4915751923,0.0,1.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_882,constraint_generation,4,2,0,0,1,1,0,0,0.244071054,1.0,1.0,0.0,1,1,1,3,0,1,EXPLORATION/NON-PROMOTED
fsec_883,symmetry_breaking,4,2,0,0,1,0,0,1,0.0513167019,1.0,1.0,0.0,1,0,1,3,1,1,EXPLORATION/NON-PROMOTED
fsec_884,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_885,intervention_generated_structure,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_886,feedback_induced_structure,6,2,0,0,0,0,0,0,0.8340324149,0.7965393268,0.0,0.0,0,0,0,,4,1,EXPLORATION/NON-PROMOTED
fsec_887,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_888,optimization_induced_structure,7,2,0,0,0,0,0,0,0.5843733901,0.4416753161,0.0,1.0,0,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_889,constraint_generation,5,2,0,0,1,1,0,0,0.5315734277,1.0,0.0,0.0,1,1,1,3,0,1,EXPLORATION/NON-PROMOTED
fsec_890,symmetry_breaking,6,2,0,0,1,0,0,1,0.2210559631,1.0,0.9569892473,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_891,context_conditioned_differentiation,4,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_892,intervention_generated_structure,7,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_893,feedback_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_894,local_to_global_organization,6,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_895,optimization_induced_structure,7,2,0,0,0,0,0,0,0.171895895,0.2632592367,1.0,1.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_896,constraint_generation,6,2,0,0,1,1,0,0,0.5345462836,1.0,0.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_897,symmetry_breaking,7,2,0,0,1,0,0,1,0.0,1.0,0.9313380282,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_898,context_conditioned_differentiation,4,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_899,intervention_generated_structure,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_900,feedback_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_901,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_902,optimization_induced_structure,5,2,0,0,0,0,0,0,0.3825579156,0.3333333333,0.0,1.0,0,0,0,4,4,0,EXPLORATION/NON-PROMOTED
fsec_903,constraint_generation,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,2,0,1,EXPLORATION/NON-PROMOTED
fsec_904,symmetry_breaking,5,2,0,0,1,0,0,1,0.0017376208,1.0,0.7948717949,0.0,1,0,1,4,1,1,EXPLORATION/NON-PROMOTED
fsec_905,context_conditioned_differentiation,5,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_906,intervention_generated_structure,5,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_907,feedback_induced_structure,6,2,0,0,0,0,0,0,0.8010972862,0.8634136018,1.0,0.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_908,local_to_global_organization,5,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_909,optimization_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,2,3,1,EXPLORATION/NON-PROMOTED
fsec_910,constraint_generation,6,2,0,0,1,1,0,0,0.5929907057,1.0,0.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_911,symmetry_breaking,6,2,0,0,1,0,0,1,0.0240999271,1.0,0.8125,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_912,context_conditioned_differentiation,4,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_913,intervention_generated_structure,5,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_914,feedback_induced_structure,6,2,0,0,0,0,0,0,0.3703703704,0.3171764569,0.0,0.0,0,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_915,local_to_global_organization,5,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_916,optimization_induced_structure,5,2,0,0,0,0,0,0,0.7944729232,0.9031754163,0.0,0.0,1,0,0,4,2,1,EXPLORATION/NON-PROMOTED
fsec_917,constraint_generation,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,2,0,1,EXPLORATION/NON-PROMOTED
fsec_918,symmetry_breaking,5,2,0,0,1,0,0,1,0.0134837631,1.0,0.6981132075,0.0,1,0,1,4,1,1,EXPLORATION/NON-PROMOTED
fsec_919,context_conditioned_differentiation,5,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_920,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_921,feedback_induced_structure,5,2,0,0,0,0,0,0,0.9462396669,0.9418658153,0.0,0.0,0,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_922,local_to_global_organization,7,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_923,optimization_induced_structure,7,2,0,0,0,0,0,0,0.2840674921,0.3559207847,0.0,1.0,1,0,0,,4,1,EXPLORATION/NON-PROMOTED
fsec_924,constraint_generation,6,2,0,0,1,1,0,0,0.2400219905,1.0,0.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_925,symmetry_breaking,7,2,0,0,1,0,0,1,0.0083065583,1.0,0.8823529412,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_926,context_conditioned_differentiation,7,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_927,intervention_generated_structure,7,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_928,feedback_induced_structure,5,2,0,0,0,0,0,0,0.5030706534,0.5986713841,0.0,0.0,1,0,0,4,4,0,EXPLORATION/NON-PROMOTED
fsec_929,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_930,optimization_induced_structure,5,2,0,0,0,0,0,0,0.4639437326,0.9608519854,0.0,0.0,1,0,0,3,3,0,EXPLORATION/NON-PROMOTED
fsec_931,constraint_generation,7,2,0,0,1,1,0,0,0.1875058253,1.0,1.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_932,symmetry_breaking,5,2,0,0,1,0,0,1,0.0026075664,1.0,0.9047619048,0.0,1,0,1,4,1,1,EXPLORATION/NON-PROMOTED
fsec_933,context_conditioned_differentiation,7,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_934,intervention_generated_structure,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_935,feedback_induced_structure,7,2,0,0,0,0,0,0,0.2369744676,0.2117990967,0.0,0.0,0,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_936,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_937,optimization_induced_structure,6,2,0,0,0,0,0,0,0.2484195006,0.3369062188,0.0,1.0,1,0,0,4,,0,EXPLORATION/NON-PROMOTED
fsec_938,constraint_generation,6,2,0,0,1,1,0,0,0.872999873,1.0,0.6,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_939,symmetry_breaking,5,2,0,0,1,0,0,1,0.0764229565,1.0,0.975,0.0,1,0,1,4,1,1,EXPLORATION/NON-PROMOTED
fsec_940,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_941,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_942,feedback_induced_structure,7,2,0,0,0,0,0,0,0.4611607102,0.5753132825,0.0,0.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_943,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_944,optimization_induced_structure,6,2,0,0,0,0,0,0,0.8767235984,0.6261070763,0.0,0.0,0,0,0,,4,1,EXPLORATION/NON-PROMOTED
fsec_945,constraint_generation,7,2,0,0,1,1,0,0,0.0862460086,1.0,0.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
