formation_case_id,mechanism,n,k_contexts,pre_local_exact,pre_shared_exact,post_local_exact,post_shared_exact,pre_context_gap,post_context_gap,pre_alignment,post_alignment,pre_dls,post_dls,structure_created_flag,recoverability_change_shared,recoverability_change_local,pre_shared_aug_threshold,post_shared_aug_threshold,threshold_flip_flag,notes
fsec_946,symmetry_breaking,5,2,0,0,1,0,0,1,0.1436511614,1.0,0.8888888889,0.0,1,0,1,3,1,1,EXPLORATION/NON-PROMOTED
fsec_947,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_948,intervention_generated_structure,7,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_949,feedback_induced_structure,7,2,0,0,0,0,0,0,0.1801905398,0.2474885865,1.0,0.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_950,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_951,optimization_induced_structure,6,2,0,0,0,0,0,0,0.1031283464,0.8015571858,0.0,1.0,1,0,0,,4,1,EXPLORATION/NON-PROMOTED
fsec_952,constraint_generation,6,2,0,0,1,1,0,0,0.5558431575,1.0,0.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_953,symmetry_breaking,7,2,0,0,1,0,0,1,0.105572809,1.0,0.8898944193,0.0,1,0,1,,1,1,EXPLORATION/NON-PROMOTED
fsec_954,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_955,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_956,feedback_induced_structure,5,2,0,0,0,0,0,0,0.3835425889,0.3673140865,0.0,0.0,0,0,0,4,4,0,EXPLORATION/NON-PROMOTED
fsec_957,local_to_global_organization,5,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_958,optimization_induced_structure,4,2,0,0,0,0,0,0,1.0,0.9283885126,0.0,0.0,0,0,0,3,2,1,EXPLORATION/NON-PROMOTED
fsec_959,constraint_generation,5,2,0,0,1,1,0,0,0.5765960629,1.0,0.0,0.0,1,1,1,4,0,1,EXPLORATION/NON-PROMOTED
fsec_960,symmetry_breaking,5,2,0,0,1,0,0,1,0.0014214648,1.0,0.9056603774,0.0,1,0,1,4,1,1,EXPLORATION/NON-PROMOTED
fsec_961,context_conditioned_differentiation,7,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_962,intervention_generated_structure,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_963,feedback_induced_structure,5,2,0,0,0,0,0,0,0.4414872938,0.4075691195,0.0,0.0,0,0,0,4,3,1,EXPLORATION/NON-PROMOTED
fsec_964,local_to_global_organization,7,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_965,optimization_induced_structure,5,2,0,0,0,0,0,0,0.8910982895,0.6060807014,0.0,0.0,0,0,0,4,2,1,EXPLORATION/NON-PROMOTED
fsec_966,constraint_generation,7,2,0,0,1,1,0,0,0.0975194597,1.0,0.0,0.0,1,1,1,,0,1,EXPLORATION/NON-PROMOTED
fsec_967,symmetry_breaking,5,2,0,0,1,0,0,1,0.0465374108,1.0,0.9024390244,0.0,1,0,1,3,1,1,EXPLORATION/NON-PROMOTED
fsec_968,context_conditioned_differentiation,6,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_969,intervention_generated_structure,6,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_970,feedback_induced_structure,7,2,0,0,0,0,0,0,0.3473954767,0.4508021333,1.0,0.0,1,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_971,local_to_global_organization,7,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_972,optimization_induced_structure,4,2,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0,0,0,2,1,1,EXPLORATION/NON-PROMOTED
fsec_973,constraint_generation,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,3,0,1,EXPLORATION/NON-PROMOTED
fsec_974,symmetry_breaking,5,2,0,0,1,0,0,1,0.0011911857,1.0,0.8181818182,0.0,1,0,1,3,1,1,EXPLORATION/NON-PROMOTED
fsec_975,context_conditioned_differentiation,5,2,1,0,1,0,1,1,1.0,1.0,0.0,0.0,0,0,0,1,1,0,EXPLORATION/NON-PROMOTED
fsec_976,intervention_generated_structure,4,2,0,0,1,1,0,0,1.0,1.0,0.0,0.0,0,1,1,1,0,1,EXPLORATION/NON-PROMOTED
fsec_977,feedback_induced_structure,7,2,0,0,0,0,0,0,0.1881349377,0.1040820763,0.0,0.0,0,0,0,,,0,EXPLORATION/NON-PROMOTED
fsec_978,local_to_global_organization,4,2,1,0,0,0,1,0,1.0,1.0,0.0,0.0,0,0,-1,1,2,1,EXPLORATION/NON-PROMOTED
fsec_979,optimization_induced_structure,5,2,0,0,0,0,0,0,0.6636022706,0.7382148428,0.0,0.0,1,0,0,3,3,0,EXPLORATION/NON-PROMOTED
