formation_id,route,n,pre_m,post_m,pre_rank,post_rank,pre_exact,post_exact,pre_dls,post_dls,pre_alignment,post_alignment,new_structure_flag,recoverability_change,notes
form_2725,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.1083491,0.13044194,1,0,
form_2726,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.52500544,0.52143885,1,0,
form_2727,feedback_induced_organization,5,2,2,2,2,0,0,0.5,0.0,0.40993379,0.26034025,1,0,
form_2728,feedback_induced_organization,5,2,2,2,2,0,0,0.33333333,0.0,0.01626125,0.0983408,1,0,
form_2729,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.09170489,0.29104783,1,0,
form_2730,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.35003085,0.3016567,1,0,
form_2731,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.23442106,0.38525048,1,0,
form_2732,feedback_induced_organization,5,2,2,2,2,0,0,0.6,0.0,0.16074567,0.23113123,1,0,
form_2733,feedback_induced_organization,5,2,2,2,2,0,0,0.92857143,0.0,0.25946837,0.50359115,1,0,
form_2734,feedback_induced_organization,5,2,2,2,2,0,0,0.66666667,0.0,0.33552993,0.41846248,1,0,
form_2735,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.04281374,0.06063477,1,0,
form_2736,feedback_induced_organization,5,2,2,2,2,0,0,0.42857143,0.0,0.03704999,0.09053795,1,0,
form_2737,feedback_induced_organization,5,2,2,2,2,0,0,0.83333333,0.0,0.16794971,0.2555625,1,0,
form_2738,feedback_induced_organization,5,2,2,2,2,0,0,0.89285714,0.0,0.1339746,0.66677315,1,0,
form_2739,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.18906528,0.29037777,1,0,
form_2740,feedback_induced_organization,5,2,2,2,2,0,0,0.75,0.0,0.36499936,0.34196009,1,0,
form_2741,feedback_induced_organization,5,2,2,2,2,0,0,0.91666667,0.0,0.321767,0.51483592,1,0,
form_2742,feedback_induced_organization,5,2,2,2,2,0,0,0.875,0.0,0.07067962,0.1668096,1,0,
form_2743,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.37373505,0.50766138,1,0,
form_2744,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.04737513,0.1933598,1,0,
form_2745,feedback_induced_organization,5,2,2,2,2,0,0,0.66666667,0.0,0.07216943,0.06268661,1,0,
form_2746,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.26494138,0.21398508,1,0,
form_2747,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.32827125,0.26932486,1,0,
form_2748,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.00784326,0.05370993,1,0,
form_2749,feedback_induced_organization,5,2,2,2,2,0,0,0.75,0.0,0.66905618,0.63108036,1,0,
form_2750,feedback_induced_organization,5,2,2,2,2,0,0,0.0,0.0,0.86516003,0.85308255,0,0,
form_2751,feedback_induced_organization,5,2,2,2,2,0,0,0.92857143,0.0,0.42039884,0.34969595,1,0,
form_2752,feedback_induced_organization,5,2,2,2,2,0,0,0.72727273,0.0,0.23623738,0.00809483,1,0,
form_2753,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.43120354,0.5901933,1,0,
form_2754,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.14250707,0.4755566,1,0,
form_2755,feedback_induced_organization,5,2,2,2,2,0,0,0.0,0.0,0.35231835,0.33890432,0,0,
form_2756,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.22576504,0.09956726,1,0,
form_2757,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.1782186,0.20589193,1,0,
form_2758,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.20069475,0.42289227,1,0,
form_2759,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.28786037,0.17406168,1,0,
form_2760,feedback_induced_organization,5,2,2,2,2,0,0,0.0,0.0,0.55268285,0.53723884,0,0,
form_2761,feedback_induced_organization,5,2,2,2,2,0,0,0.54545455,0.0,0.75381702,0.81415464,1,0,
form_2762,feedback_induced_organization,5,2,2,2,2,0,0,0.6,0.0,0.47678336,0.58520383,1,0,
form_2763,feedback_induced_organization,5,2,2,2,2,0,0,0.84615385,0.0,0.16905103,0.09887803,1,0,
form_2764,feedback_induced_organization,5,2,2,2,2,0,0,0.9,0.0,0.53028208,0.64103035,1,0,
form_2765,feedback_induced_organization,5,2,2,2,2,0,0,0.66666667,0.0,0.67183494,0.6570256,1,0,
form_2766,feedback_induced_organization,5,2,2,2,2,0,0,0.33333333,0.0,0.27452375,0.29482975,1,0,
form_2767,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.32546919,0.47786596,1,0,
form_2768,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.32966378,0.19675319,1,0,
form_2769,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.22996837,0.25233287,1,0,
form_2770,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.18678473,0.19644747,1,0,
form_2771,feedback_induced_organization,5,2,2,2,2,0,0,0.55555556,0.0,0.58414867,0.65489132,1,0,
form_2772,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.1571708,0.18398716,1,0,
form_2773,feedback_induced_organization,5,2,2,2,2,0,0,0.0,0.0,0.54773298,0.54671679,0,0,
form_2774,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.16062794,0.35230339,1,0,
form_2775,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.15844983,0.12338695,1,0,
form_2776,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.60703572,0.65203241,1,0,
form_2777,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.13709542,0.25526707,1,0,
form_2778,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.23388767,0.34259634,1,0,
form_2779,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.09599946,0.24662608,1,0,
form_2780,feedback_induced_organization,5,2,2,2,2,0,0,0.33333333,0.0,0.46547752,0.48823236,1,0,
form_2781,feedback_induced_organization,5,2,2,2,2,0,0,0.75,0.0,0.02513867,0.02032378,1,0,
form_2782,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.02180639,0.03987958,1,0,
form_2783,feedback_induced_organization,5,2,2,2,2,0,0,0.95,0.0,0.15707277,0.42895976,1,0,
form_2784,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.08284327,0.21553921,1,0,
form_2785,feedback_induced_organization,5,2,2,2,2,0,0,0.85714286,0.0,0.51961554,0.46472656,1,0,
form_2786,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.13281758,0.07086203,1,0,
form_2787,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.05913556,0.14852901,1,0,
form_2788,feedback_induced_organization,5,2,2,2,2,0,0,0.0,0.0,0.32760182,0.31208221,0,0,
form_2789,feedback_induced_organization,5,2,2,2,2,0,0,1.0,0.0,0.48680512,0.33352503,1,0,
form_2790,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2791,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2792,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2793,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2794,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2795,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2796,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2797,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2798,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2799,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2800,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2801,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2802,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2803,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2804,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2805,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2806,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2807,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2808,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2809,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2810,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2811,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2812,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2813,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2814,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2815,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2816,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2817,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2818,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2819,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2820,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2821,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2822,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2823,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2824,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2825,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2826,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2827,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2828,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2829,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2830,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2831,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2832,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2833,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2834,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2835,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2836,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2837,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2838,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2839,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2840,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2841,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2842,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2843,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2844,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2845,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2846,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2847,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2848,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2849,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2850,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2851,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2852,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2853,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2854,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2855,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2856,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2857,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2858,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2859,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2860,local_to_global_organization,5,2,2,1,1,1,1,0.0,0.0,1.0,1.0,0,0,
form_2861,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2862,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2863,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2864,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2865,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2866,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2867,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2868,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2869,local_to_global_organization,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2870,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.32966378,1.0,1,1,
form_2871,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.44286802,1.0,1,1,
form_2872,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.57359857,1.0,1,1,
form_2873,intervention_generated_structure,5,2,2,2,2,0,1,0.55555556,0.0,0.12503271,1.0,1,1,
form_2874,intervention_generated_structure,5,2,2,2,2,0,1,0.33333333,0.0,0.81892851,1.0,1,1,
form_2875,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.17130322,1.0,1,1,
form_2876,intervention_generated_structure,5,2,2,2,2,0,1,0.75,0.0,0.18350342,1.0,1,1,
form_2877,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.10860337,1.0,1,1,
form_2878,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.08427394,1.0,1,1,
form_2879,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.31641407,1.0,1,1,
form_2880,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.52628126,1.0,1,1,
form_2881,intervention_generated_structure,5,2,2,2,2,0,1,0.5,0.0,0.54992315,1.0,1,1,
form_2882,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.42950054,1.0,1,1,
form_2883,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.39235638,1.0,1,1,
form_2884,intervention_generated_structure,5,2,2,2,2,0,1,0.6,0.0,0.69334596,1.0,1,1,
form_2885,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.7136251,1.0,1,1,
form_2886,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.27041818,1.0,1,1,
form_2887,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.5557101,1.0,1,1,
form_2888,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.44916536,1.0,1,1,
form_2889,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.38661788,1.0,1,1,
form_2890,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.77700499,1.0,1,1,
form_2891,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.40234664,1.0,1,1,
form_2892,intervention_generated_structure,5,2,2,2,2,0,1,0.91666667,0.0,0.49125298,1.0,1,1,
form_2893,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.52624889,1.0,1,1,
form_2894,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.46844536,1.0,1,1,
form_2895,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.62203553,1.0,1,1,
form_2896,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.50078431,1.0,1,1,
form_2897,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.6288428,1.0,1,1,
form_2898,intervention_generated_structure,5,2,2,2,2,0,1,0.79487179,0.0,0.45083035,1.0,1,1,
form_2899,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.35581078,1.0,1,1,
form_2900,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.53723143,1.0,1,1,
form_2901,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.43120354,1.0,1,1,
form_2902,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.56575188,1.0,1,1,
form_2903,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.49827882,1.0,1,1,
form_2904,intervention_generated_structure,5,2,2,2,2,0,1,0.66666667,0.0,0.66422463,1.0,1,1,
form_2905,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.5352758,1.0,1,1,
form_2906,intervention_generated_structure,5,2,2,2,2,0,1,0.75,0.0,0.62203553,1.0,1,1,
form_2907,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.29027914,1.0,1,1,
form_2908,intervention_generated_structure,5,2,2,2,2,0,1,0.66666667,0.0,0.56005865,1.0,1,1,
form_2909,intervention_generated_structure,5,2,2,2,2,0,1,0.75,0.0,0.39489352,1.0,1,1,
form_2910,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.87068485,1.0,1,1,
form_2911,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.50223315,1.0,1,1,
form_2912,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.21718523,1.0,1,1,
form_2913,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.23205235,1.0,1,1,
form_2914,intervention_generated_structure,5,2,2,2,2,0,1,0.8,0.0,0.08773382,1.0,1,1,
form_2915,intervention_generated_structure,5,2,2,2,2,0,1,0.2,0.0,0.60064708,1.0,1,1,
form_2916,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.3,1.0,1,1,
form_2917,intervention_generated_structure,5,2,2,2,2,0,1,0.875,0.0,0.47606317,1.0,1,1,
form_2918,intervention_generated_structure,5,2,2,2,2,0,1,0.75,0.0,0.1888186,1.0,1,1,
form_2919,intervention_generated_structure,5,2,2,2,2,0,1,0.71428571,0.0,0.38411824,1.0,1,1,
form_2920,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.62303148,1.0,1,1,
form_2921,intervention_generated_structure,5,2,2,2,2,0,1,0.6,0.0,0.59098505,1.0,1,1,
form_2922,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.64512725,1.0,1,1,
form_2923,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.43648672,1.0,1,1,
form_2924,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.29803588,1.0,1,1,
form_2925,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.43120354,1.0,1,1,
form_2926,intervention_generated_structure,5,2,2,2,2,0,1,0.6,0.0,0.60851453,1.0,1,1,
form_2927,intervention_generated_structure,5,2,2,2,2,0,1,0.75,0.0,0.14027305,1.0,1,1,
form_2928,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.46660164,1.0,1,1,
form_2929,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.30620181,1.0,1,1,
form_2930,intervention_generated_structure,5,2,2,2,2,0,1,0.66666667,0.0,0.37338444,1.0,1,1,
form_2931,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.34232631,1.0,1,1,
form_2932,intervention_generated_structure,5,2,2,2,2,0,1,0.66666667,0.0,0.21375461,1.0,1,1,
form_2933,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.66081827,1.0,1,1,
form_2934,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.21781438,1.0,1,1,
form_2935,intervention_generated_structure,5,2,2,2,2,0,1,0.75,0.0,0.54223187,1.0,1,1,
form_2936,intervention_generated_structure,5,2,2,2,2,0,1,0.96875,0.0,0.38963206,1.0,1,1,
form_2937,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.40775469,1.0,1,1,
form_2938,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.85011918,1.0,1,1,
form_2939,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.7258284,1.0,1,1,
form_2940,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.46332088,1.0,1,1,
form_2941,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.76892931,1.0,1,1,
form_2942,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.23260904,1.0,1,1,
form_2943,intervention_generated_structure,5,2,2,2,2,0,1,0.5,0.0,0.74541246,1.0,1,1,
form_2944,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.1064749,1.0,1,1,
form_2945,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.53963306,1.0,1,1,
form_2946,intervention_generated_structure,5,2,2,2,2,0,1,1.0,0.0,0.20158633,1.0,1,1,
form_2947,intervention_generated_structure,5,2,2,2,2,0,1,0.875,0.0,0.45227744,1.0,1,1,
form_2948,intervention_generated_structure,5,2,2,2,2,0,1,0.6,0.0,0.45227744,1.0,1,1,
form_2949,intervention_generated_structure,5,2,2,2,2,0,1,0.0,0.0,0.53333333,1.0,1,1,
form_2950,optimization_induced_structure,5,2,2,2,2,0,0,0.0,0.0,0.78258586,0.78258586,0,0,
form_2951,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.0,0.0182588,0.75871349,1,0,
form_2952,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.77777778,0.01996399,0.47840742,1,0,
form_2953,optimization_induced_structure,5,2,2,2,2,1,1,0.0,0.0,1.0,1.0,0,0,
form_2954,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.55409946,0.55409946,0,0,
form_2955,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.12976034,0.34592286,1,0,
form_2956,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.07263815,0.18146472,1,0,
form_2957,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.17829944,0.38052159,1,0,
form_2958,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.09098086,0.31963008,1,0,
form_2959,optimization_induced_structure,5,2,2,2,2,0,0,0.0,0.0,0.63268456,0.66290007,1,0,
form_2960,optimization_induced_structure,5,2,2,2,2,0,0,0.0,0.6,0.31592597,0.72832092,1,0,
form_2961,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.15652932,0.58760695,1,0,
form_2962,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.27776299,0.32240934,1,0,
form_2963,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.0,0.10363051,0.19112825,1,0,
form_2964,optimization_induced_structure,5,2,2,2,2,0,0,0.0,0.0,0.46429276,0.46429276,0,0,
form_2965,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.06082415,0.06307521,1,0,
form_2966,optimization_induced_structure,5,2,2,2,2,0,0,0.75,0.55555556,0.66216804,0.71495614,1,0,
form_2967,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.85714286,0.0133297,0.18664985,1,0,
form_2968,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.07622111,0.19292938,1,0,
form_2969,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.5,0.35973608,0.52366949,1,0,
form_2970,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.25713268,0.4025696,1,0,
form_2971,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.10639226,0.45579981,1,0,
form_2972,optimization_induced_structure,5,2,2,2,2,0,0,0.875,0.9,0.23623738,0.40591147,1,0,
form_2973,optimization_induced_structure,5,2,2,2,2,0,0,0.9,0.9,0.40172205,0.40172205,0,0,
form_2974,optimization_induced_structure,5,2,2,2,2,0,0,0.5,1.0,0.22374997,0.29811179,1,0,
form_2975,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.33333333,0.5952332,0.6407894,1,0,
form_2976,optimization_induced_structure,5,2,2,2,2,0,0,0.91666667,0.0,0.5864149,0.67070722,1,0,
form_2977,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.0,0.46770935,0.6878266,1,0,
form_2978,optimization_induced_structure,5,2,2,2,2,0,0,0.0,1.0,0.16153098,0.27544875,1,0,
form_2979,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.0,0.34171941,0.47156336,1,0,
form_2980,optimization_induced_structure,5,2,2,2,2,0,0,0.5,0.88888889,0.36451109,0.55064148,1,0,
form_2981,optimization_induced_structure,5,2,2,2,2,0,0,0.91666667,0.0,0.47376519,0.7554002,1,0,
form_2982,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.0,0.08778135,0.82421924,1,0,
form_2983,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.08547081,0.24473212,1,0,
form_2984,optimization_induced_structure,5,2,2,2,2,0,0,0.0,0.0,0.68717525,0.79091665,1,0,
form_2985,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.02882452,0.12427186,1,0,
form_2986,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.66666667,0.29985996,0.42828255,1,0,
form_2987,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.5,0.09388045,0.36754447,1,0,
form_2988,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.06168514,0.20670917,1,0,
form_2989,optimization_induced_structure,5,2,2,2,2,0,0,1.0,1.0,0.17576394,0.30843593,1,0,
form_2990,optimization_induced_structure,5,2,2,2,2,0,0,1.0,0.96428571,0.03046403,0.14719713,1,0,
