series_id,family,step,n,m_total,rank,exact,dls,alignment,flip_vs_prev,driver
single_thr_338,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_338,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_339,single_context,1,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_339,single_context,2,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_339,single_context,3,5,7,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_340,single_context,1,7,5,5,0,0.0,0.51585422,0,one_measurement_augmentation
single_thr_340,single_context,2,7,6,6,0,0.0,0.5362354,0,one_measurement_augmentation
single_thr_340,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_341,single_context,1,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_341,single_context,2,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_341,single_context,3,4,7,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_342,single_context,1,6,3,3,0,1.0,0.34256626,0,one_measurement_augmentation
single_thr_342,single_context,2,6,4,4,0,1.0,0.63268456,0,one_measurement_augmentation
single_thr_342,single_context,3,6,5,5,0,0.0,0.7662768,0,one_measurement_augmentation
single_thr_343,single_context,1,6,4,4,0,1.0,0.38943012,0,one_measurement_augmentation
single_thr_343,single_context,2,6,5,5,0,0.0,0.38990776,0,one_measurement_augmentation
single_thr_343,single_context,3,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_344,single_context,1,6,2,2,0,0.55555556,0.21553546,0,one_measurement_augmentation
single_thr_344,single_context,2,6,3,3,0,0.5,0.42587835,0,one_measurement_augmentation
single_thr_344,single_context,3,6,4,4,0,0.5,0.71715729,0,one_measurement_augmentation
single_thr_345,single_context,1,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_345,single_context,2,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_345,single_context,3,4,7,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_346,single_context,1,4,3,3,0,1.0,0.33333333,0,one_measurement_augmentation
single_thr_346,single_context,2,4,4,3,0,1.0,0.33333333,0,one_measurement_augmentation
single_thr_346,single_context,3,4,5,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_347,single_context,1,6,5,5,0,0.0,0.68377223,0,one_measurement_augmentation
single_thr_347,single_context,2,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_347,single_context,3,6,7,6,1,0.0,1.0,0,one_measurement_augmentation
single_thr_348,single_context,1,4,3,3,0,0.0,0.67340137,0,one_measurement_augmentation
single_thr_348,single_context,2,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_348,single_context,3,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_349,single_context,1,6,2,2,0,0.88888889,0.05612019,0,one_measurement_augmentation
single_thr_349,single_context,2,6,3,3,0,1.0,0.44378209,0,one_measurement_augmentation
single_thr_349,single_context,3,6,4,4,0,0.0,0.52570349,0,one_measurement_augmentation
single_thr_350,single_context,1,6,4,4,0,0.0,0.21553546,0,one_measurement_augmentation
single_thr_350,single_context,2,6,5,5,0,0.0,0.22672473,0,one_measurement_augmentation
single_thr_350,single_context,3,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_351,single_context,1,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_351,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_351,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_352,single_context,1,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_352,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_352,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_353,single_context,1,7,5,5,0,0.0,0.56468329,0,one_measurement_augmentation
single_thr_353,single_context,2,7,6,6,0,0.0,0.98229464,0,one_measurement_augmentation
single_thr_353,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_354,single_context,1,5,4,4,0,0.0,0.87401184,0,one_measurement_augmentation
single_thr_354,single_context,2,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_354,single_context,3,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_355,single_context,1,4,2,2,0,0.0,0.16446831,0,one_measurement_augmentation
single_thr_355,single_context,2,4,3,3,0,0.0,0.87961415,0,one_measurement_augmentation
single_thr_355,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_356,single_context,1,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_356,single_context,2,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_356,single_context,3,4,7,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_357,single_context,1,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_357,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_357,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_358,single_context,1,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_358,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_358,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_359,single_context,1,4,2,2,0,1.0,0.58596066,0,one_measurement_augmentation
single_thr_359,single_context,2,4,3,3,0,0.0,0.75256417,0,one_measurement_augmentation
single_thr_359,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_360,single_context,1,4,3,3,0,0.0,0.81213271,0,one_measurement_augmentation
single_thr_360,single_context,2,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_360,single_context,3,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_361,single_context,1,6,2,2,0,1.0,0.09150737,0,one_measurement_augmentation
single_thr_361,single_context,2,6,3,3,0,0.0,0.24446161,0,one_measurement_augmentation
single_thr_361,single_context,3,6,4,4,0,0.0,0.60396118,0,one_measurement_augmentation
single_thr_362,single_context,1,5,3,3,0,0.0,0.32088909,0,one_measurement_augmentation
single_thr_362,single_context,2,5,4,4,0,0.0,0.35873191,0,one_measurement_augmentation
single_thr_362,single_context,3,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_363,single_context,1,6,3,3,0,0.0,0.34434056,0,one_measurement_augmentation
single_thr_363,single_context,2,6,4,4,0,0.0,0.41968861,0,one_measurement_augmentation
single_thr_363,single_context,3,6,5,5,0,0.0,0.50256281,0,one_measurement_augmentation
single_thr_364,single_context,1,4,2,2,0,0.0,0.31686995,0,one_measurement_augmentation
single_thr_364,single_context,2,4,3,3,1,0.0,1.0,1,one_measurement_augmentation
single_thr_364,single_context,3,4,4,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_365,single_context,1,5,3,3,0,0.0,0.05654365,0,one_measurement_augmentation
single_thr_365,single_context,2,5,4,4,0,0.0,0.3252808,0,one_measurement_augmentation
single_thr_365,single_context,3,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_366,single_context,1,7,3,3,0,0.15384615,0.05071066,0,one_measurement_augmentation
single_thr_366,single_context,2,7,4,4,0,0.0,0.15076233,0,one_measurement_augmentation
single_thr_366,single_context,3,7,5,5,0,0.0,0.48812908,0,one_measurement_augmentation
single_thr_367,single_context,1,7,5,5,0,0.0,0.67118765,0,one_measurement_augmentation
single_thr_367,single_context,2,7,6,6,0,0.0,0.81465462,0,one_measurement_augmentation
single_thr_367,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_368,single_context,1,7,3,3,0,0.55555556,0.26986658,0,one_measurement_augmentation
single_thr_368,single_context,2,7,4,4,0,0.0,0.32218982,0,one_measurement_augmentation
single_thr_368,single_context,3,7,5,5,0,0.0,0.33533717,0,one_measurement_augmentation
single_thr_369,single_context,1,7,5,5,0,0.0,0.62911637,0,one_measurement_augmentation
single_thr_369,single_context,2,7,6,6,0,0.0,0.65012386,0,one_measurement_augmentation
single_thr_369,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_370,single_context,1,5,2,2,0,0.0,0.73326747,0,one_measurement_augmentation
single_thr_370,single_context,2,5,3,3,0,0.0,0.76347504,0,one_measurement_augmentation
single_thr_370,single_context,3,5,4,4,0,0.0,0.84163848,0,one_measurement_augmentation
single_thr_371,single_context,1,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_371,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_371,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_372,single_context,1,6,3,3,0,1.0,0.09191032,0,one_measurement_augmentation
single_thr_372,single_context,2,6,4,4,0,0.0,0.42331526,0,one_measurement_augmentation
single_thr_372,single_context,3,6,5,5,0,0.0,0.63734074,0,one_measurement_augmentation
single_thr_373,single_context,1,6,3,3,0,0.0,0.31267023,0,one_measurement_augmentation
single_thr_373,single_context,2,6,4,4,0,0.0,0.33978345,0,one_measurement_augmentation
single_thr_373,single_context,3,6,5,5,0,0.0,0.35345453,0,one_measurement_augmentation
single_thr_374,single_context,1,7,5,5,0,0.0,0.45260855,0,one_measurement_augmentation
single_thr_374,single_context,2,7,6,6,0,0.0,0.72436469,0,one_measurement_augmentation
single_thr_374,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_375,single_context,1,4,2,2,0,1.0,0.16772425,0,one_measurement_augmentation
single_thr_375,single_context,2,4,3,3,0,0.0,0.94836022,0,one_measurement_augmentation
single_thr_375,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_376,single_context,1,6,3,3,0,0.0,0.78785343,0,one_measurement_augmentation
single_thr_376,single_context,2,6,4,4,0,0.0,0.87535727,0,one_measurement_augmentation
single_thr_376,single_context,3,6,5,5,0,0.0,0.92050212,0,one_measurement_augmentation
single_thr_377,single_context,1,7,3,3,0,0.76470588,0.27017828,0,one_measurement_augmentation
single_thr_377,single_context,2,7,4,4,0,0.15789474,0.31859673,0,one_measurement_augmentation
single_thr_377,single_context,3,7,5,5,0,0.0,0.50011486,0,one_measurement_augmentation
single_thr_378,single_context,1,5,3,3,0,1.0,0.31686995,0,one_measurement_augmentation
single_thr_378,single_context,2,5,4,4,0,0.0,0.7763932,0,one_measurement_augmentation
single_thr_378,single_context,3,5,5,4,0,0.0,0.7763932,0,one_measurement_augmentation
single_thr_379,single_context,1,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_379,single_context,2,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_379,single_context,3,5,7,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_380,single_context,1,7,3,3,0,0.34782609,0.09041535,0,one_measurement_augmentation
single_thr_380,single_context,2,7,4,4,0,0.28571429,0.2735573,0,one_measurement_augmentation
single_thr_380,single_context,3,7,5,5,0,0.0,0.33246523,0,one_measurement_augmentation
single_thr_381,single_context,1,7,5,5,0,0.0,0.44649469,0,one_measurement_augmentation
single_thr_381,single_context,2,7,6,6,0,0.0,0.56654299,0,one_measurement_augmentation
single_thr_381,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_382,single_context,1,7,2,2,0,0.46808511,0.47295372,0,one_measurement_augmentation
single_thr_382,single_context,2,7,3,3,0,0.17241379,0.72475906,0,one_measurement_augmentation
single_thr_382,single_context,3,7,4,4,0,0.0,0.74465346,0,one_measurement_augmentation
single_thr_383,single_context,1,4,2,2,0,1.0,0.22789,0,one_measurement_augmentation
single_thr_383,single_context,2,4,3,3,0,1.0,0.5,0,one_measurement_augmentation
single_thr_383,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_384,single_context,1,7,2,2,0,0.81818182,0.12905149,0,one_measurement_augmentation
single_thr_384,single_context,2,7,3,3,0,0.625,0.35640881,0,one_measurement_augmentation
single_thr_384,single_context,3,7,4,4,0,0.0,0.77297888,0,one_measurement_augmentation
single_thr_385,single_context,1,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_385,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_385,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_386,single_context,1,4,4,3,0,1.0,0.59175171,0,one_measurement_augmentation
single_thr_386,single_context,2,4,5,3,0,1.0,0.59175171,0,one_measurement_augmentation
single_thr_386,single_context,3,4,6,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_387,single_context,1,6,5,5,0,0.0,0.32090025,0,one_measurement_augmentation
single_thr_387,single_context,2,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_387,single_context,3,6,7,6,1,0.0,1.0,0,one_measurement_augmentation
single_thr_388,single_context,1,4,2,2,0,0.0,0.14460108,0,one_measurement_augmentation
single_thr_388,single_context,2,4,3,3,0,0.0,0.22540333,0,one_measurement_augmentation
single_thr_388,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_389,single_context,1,7,5,5,0,0.0,0.53111151,0,one_measurement_augmentation
single_thr_389,single_context,2,7,6,6,0,0.0,0.94124543,0,one_measurement_augmentation
single_thr_389,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_390,single_context,1,4,4,3,1,0.0,1.0,0,one_measurement_augmentation
single_thr_390,single_context,2,4,5,3,1,0.0,1.0,0,one_measurement_augmentation
single_thr_390,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_391,single_context,1,7,5,5,0,0.0,0.62245443,0,one_measurement_augmentation
single_thr_391,single_context,2,7,6,6,0,0.0,0.62655031,0,one_measurement_augmentation
single_thr_391,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_392,single_context,1,4,2,2,0,1.0,0.5527864,0,one_measurement_augmentation
single_thr_392,single_context,2,4,3,3,0,1.0,0.68377223,0,one_measurement_augmentation
single_thr_392,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_393,single_context,1,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_393,single_context,2,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_393,single_context,3,5,7,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_394,single_context,1,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_394,single_context,2,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_394,single_context,3,4,7,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_395,single_context,1,6,3,3,0,1.0,0.06826011,0,one_measurement_augmentation
single_thr_395,single_context,2,6,4,4,0,0.0,0.63185781,0,one_measurement_augmentation
single_thr_395,single_context,3,6,5,5,0,0.0,0.67698413,0,one_measurement_augmentation
single_thr_396,single_context,1,7,3,3,0,0.04545455,0.41265937,0,one_measurement_augmentation
single_thr_396,single_context,2,7,4,4,0,0.0,0.47653347,0,one_measurement_augmentation
single_thr_396,single_context,3,7,5,5,0,0.0,0.48775002,0,one_measurement_augmentation
single_thr_397,single_context,1,5,4,4,0,0.0,0.64040252,0,one_measurement_augmentation
single_thr_397,single_context,2,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_397,single_context,3,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_398,single_context,1,4,3,3,0,0.0,0.93420483,0,one_measurement_augmentation
single_thr_398,single_context,2,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_398,single_context,3,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_399,single_context,1,7,2,2,0,0.63793103,0.27651019,0,one_measurement_augmentation
single_thr_399,single_context,2,7,3,3,0,0.27272727,0.31699856,0,one_measurement_augmentation
single_thr_399,single_context,3,7,4,4,0,0.0,0.38594574,0,one_measurement_augmentation
single_thr_400,single_context,1,5,3,3,0,0.0,0.49290745,0,one_measurement_augmentation
single_thr_400,single_context,2,5,4,4,0,0.0,0.51010205,0,one_measurement_augmentation
single_thr_400,single_context,3,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_401,single_context,1,4,3,3,0,0.0,0.87690851,0,one_measurement_augmentation
single_thr_401,single_context,2,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_401,single_context,3,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_402,single_context,1,7,5,5,0,0.0,0.53439967,0,one_measurement_augmentation
single_thr_402,single_context,2,7,6,6,0,0.0,0.87880153,0,one_measurement_augmentation
single_thr_402,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_403,single_context,1,7,4,4,0,0.05555556,0.3598156,0,one_measurement_augmentation
single_thr_403,single_context,2,7,5,5,0,0.0,0.79718152,0,one_measurement_augmentation
single_thr_403,single_context,3,7,6,6,0,0.0,0.92736631,0,one_measurement_augmentation
single_thr_404,single_context,1,6,3,3,0,1.0,0.45152559,0,one_measurement_augmentation
single_thr_404,single_context,2,6,4,4,0,0.0,0.49806847,0,one_measurement_augmentation
single_thr_404,single_context,3,6,5,5,0,0.0,0.50261367,0,one_measurement_augmentation
single_thr_405,single_context,1,4,2,2,0,1.0,0.57742287,0,one_measurement_augmentation
single_thr_405,single_context,2,4,3,3,0,0.0,0.59175171,0,one_measurement_augmentation
single_thr_405,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_406,single_context,1,4,2,2,0,0.0,0.12343763,0,one_measurement_augmentation
single_thr_406,single_context,2,4,3,3,0,0.0,0.57836298,0,one_measurement_augmentation
single_thr_406,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_407,single_context,1,7,5,5,0,0.0,0.38751093,0,one_measurement_augmentation
single_thr_407,single_context,2,7,6,6,0,0.0,0.40474404,0,one_measurement_augmentation
single_thr_407,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_408,single_context,1,4,3,3,0,0.0,0.94452998,0,one_measurement_augmentation
single_thr_408,single_context,2,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_408,single_context,3,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_409,single_context,1,6,5,5,0,0.0,0.92443301,0,one_measurement_augmentation
single_thr_409,single_context,2,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_409,single_context,3,6,7,6,1,0.0,1.0,0,one_measurement_augmentation
single_thr_410,single_context,1,5,3,3,0,1.0,0.47214542,0,one_measurement_augmentation
single_thr_410,single_context,2,5,4,4,0,0.0,0.55185734,0,one_measurement_augmentation
single_thr_410,single_context,3,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_411,single_context,1,7,4,4,0,0.42424242,0.49555547,0,one_measurement_augmentation
single_thr_411,single_context,2,7,5,5,0,0.0,0.57355843,0,one_measurement_augmentation
single_thr_411,single_context,3,7,6,6,0,0.0,0.82033506,0,one_measurement_augmentation
single_thr_412,single_context,1,7,5,5,0,0.0,0.4605184,0,one_measurement_augmentation
single_thr_412,single_context,2,7,6,6,0,0.0,0.46664458,0,one_measurement_augmentation
single_thr_412,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_413,single_context,1,7,5,5,0,0.0,0.27953845,0,one_measurement_augmentation
single_thr_413,single_context,2,7,6,6,0,0.0,0.74740846,0,one_measurement_augmentation
single_thr_413,single_context,3,7,7,7,1,0.0,1.0,1,one_measurement_augmentation
single_thr_414,single_context,1,6,4,4,0,0.0,0.10237869,0,one_measurement_augmentation
single_thr_414,single_context,2,6,5,5,0,0.0,0.10404526,0,one_measurement_augmentation
single_thr_414,single_context,3,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_415,single_context,1,5,2,2,0,1.0,0.17121907,0,one_measurement_augmentation
single_thr_415,single_context,2,5,3,3,0,0.0,0.7900751,0,one_measurement_augmentation
single_thr_415,single_context,3,5,4,4,0,0.0,0.79034303,0,one_measurement_augmentation
single_thr_416,single_context,1,6,2,2,0,0.84615385,0.70306523,0,one_measurement_augmentation
single_thr_416,single_context,2,6,3,3,0,1.0,0.70341449,0,one_measurement_augmentation
single_thr_416,single_context,3,6,4,4,0,0.0,0.71507155,0,one_measurement_augmentation
single_thr_417,single_context,1,6,2,2,0,0.66666667,0.05848084,0,one_measurement_augmentation
single_thr_417,single_context,2,6,3,3,0,0.0,0.1006968,0,one_measurement_augmentation
single_thr_417,single_context,3,6,4,4,0,0.0,0.45380445,0,one_measurement_augmentation
single_thr_418,single_context,1,5,3,3,0,0.0,0.16261149,0,one_measurement_augmentation
single_thr_418,single_context,2,5,4,4,0,0.0,0.79887954,0,one_measurement_augmentation
single_thr_418,single_context,3,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_419,single_context,1,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_419,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_419,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_420,single_context,1,7,4,4,0,0.0,0.46702486,0,one_measurement_augmentation
single_thr_420,single_context,2,7,5,5,0,0.0,0.48550424,0,one_measurement_augmentation
single_thr_420,single_context,3,7,6,6,0,0.0,0.48585496,0,one_measurement_augmentation
single_thr_421,single_context,1,7,3,3,0,0.0,0.46845716,0,one_measurement_augmentation
single_thr_421,single_context,2,7,4,4,0,0.0,0.48553189,0,one_measurement_augmentation
single_thr_421,single_context,3,7,5,5,0,0.0,0.48569468,0,one_measurement_augmentation
single_thr_422,single_context,1,5,2,2,0,0.2,0.80825875,0,one_measurement_augmentation
single_thr_422,single_context,2,5,3,3,0,1.0,0.81101776,0,one_measurement_augmentation
single_thr_422,single_context,3,5,4,4,0,1.0,0.8232233,0,one_measurement_augmentation
single_thr_423,single_context,1,6,4,4,0,1.0,0.458356,0,one_measurement_augmentation
single_thr_423,single_context,2,6,5,5,0,0.0,0.67048208,0,one_measurement_augmentation
single_thr_423,single_context,3,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_424,single_context,1,6,5,5,0,0.0,0.31737314,0,one_measurement_augmentation
single_thr_424,single_context,2,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_424,single_context,3,6,7,6,1,0.0,1.0,0,one_measurement_augmentation
single_thr_425,single_context,1,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_425,single_context,2,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_425,single_context,3,5,7,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_426,single_context,1,5,3,3,0,0.0,0.81101776,0,one_measurement_augmentation
single_thr_426,single_context,2,5,4,4,0,0.0,0.96881086,0,one_measurement_augmentation
single_thr_426,single_context,3,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_427,single_context,1,6,3,3,0,1.0,0.04101321,0,one_measurement_augmentation
single_thr_427,single_context,2,6,4,4,0,0.0,0.09115702,0,one_measurement_augmentation
single_thr_427,single_context,3,6,5,5,0,0.0,0.0924913,0,one_measurement_augmentation
single_thr_428,single_context,1,4,2,2,0,1.0,0.14719713,0,one_measurement_augmentation
single_thr_428,single_context,2,4,3,3,0,1.0,0.18350342,0,one_measurement_augmentation
single_thr_428,single_context,3,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_429,single_context,1,6,2,2,0,0.875,0.41155697,0,one_measurement_augmentation
single_thr_429,single_context,2,6,3,3,0,0.0,0.5068748,0,one_measurement_augmentation
single_thr_429,single_context,3,6,4,4,0,0.0,0.63051836,0,one_measurement_augmentation
single_thr_430,single_context,1,6,4,4,0,0.0,0.50458152,0,one_measurement_augmentation
single_thr_430,single_context,2,6,5,5,0,0.0,0.51346637,0,one_measurement_augmentation
single_thr_430,single_context,3,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_431,single_context,1,7,3,3,0,0.28571429,0.0294759,0,one_measurement_augmentation
single_thr_431,single_context,2,7,4,4,0,0.0,0.02950551,0,one_measurement_augmentation
single_thr_431,single_context,3,7,5,5,0,0.0,0.19818053,0,one_measurement_augmentation
single_thr_432,single_context,1,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_432,single_context,2,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_432,single_context,3,4,7,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_433,single_context,1,4,3,3,0,0.0,0.66740495,0,one_measurement_augmentation
single_thr_433,single_context,2,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_433,single_context,3,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_434,single_context,1,4,3,3,0,0.0,0.43422105,0,one_measurement_augmentation
single_thr_434,single_context,2,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_434,single_context,3,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_435,single_context,1,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_435,single_context,2,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_435,single_context,3,5,7,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_436,single_context,1,6,3,3,0,1.0,0.59777272,0,one_measurement_augmentation
single_thr_436,single_context,2,6,4,4,0,0.0,0.96446655,0,one_measurement_augmentation
single_thr_436,single_context,3,6,5,5,0,0.0,0.98007952,0,one_measurement_augmentation
single_thr_437,single_context,1,4,4,4,1,0.0,1.0,1,one_measurement_augmentation
single_thr_437,single_context,2,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_437,single_context,3,4,6,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_438,single_context,1,6,5,5,0,0.0,0.96345979,0,one_measurement_augmentation
single_thr_438,single_context,2,6,6,6,1,0.0,1.0,1,one_measurement_augmentation
single_thr_438,single_context,3,6,7,6,1,0.0,1.0,0,one_measurement_augmentation
single_thr_439,single_context,1,6,2,2,0,0.625,0.39780621,0,one_measurement_augmentation
single_thr_439,single_context,2,6,3,3,0,1.0,0.40714764,0,one_measurement_augmentation
single_thr_439,single_context,3,6,4,4,0,0.0,0.43414044,0,one_measurement_augmentation
single_thr_440,single_context,1,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_440,single_context,2,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_440,single_context,3,5,7,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_441,single_context,1,7,4,4,0,0.0,0.18609145,0,one_measurement_augmentation
single_thr_441,single_context,2,7,5,5,0,0.0,0.25494793,0,one_measurement_augmentation
single_thr_441,single_context,3,7,6,6,0,0.0,0.83779992,0,one_measurement_augmentation
single_thr_442,single_context,1,4,3,3,1,0.0,1.0,1,one_measurement_augmentation
single_thr_442,single_context,2,4,4,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_442,single_context,3,4,5,4,1,0.0,1.0,0,one_measurement_augmentation
single_thr_443,single_context,1,5,5,5,1,0.0,1.0,1,one_measurement_augmentation
single_thr_443,single_context,2,5,6,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_443,single_context,3,5,7,5,1,0.0,1.0,0,one_measurement_augmentation
single_thr_444,single_context,1,7,3,3,0,0.0,0.13131896,0,one_measurement_augmentation
single_thr_444,single_context,2,7,4,4,0,0.0,0.44063027,0,one_measurement_augmentation
single_thr_444,single_context,3,7,5,5,0,0.0,0.56277531,0,one_measurement_augmentation
single_thr_445,single_context,1,6,3,3,0,1.0,0.51626776,0,one_measurement_augmentation
single_thr_445,single_context,2,6,4,4,0,1.0,0.54929564,0,one_measurement_augmentation
