series_id,family,step,n,m_total,rank,exact,dls,alignment,flip_vs_prev,driver
mt_thr_1255,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1255,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1256,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1256,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1256,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1257,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1257,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1257,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1258,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1258,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1258,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1259,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1259,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1259,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1260,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1260,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1260,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1261,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1261,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1261,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1262,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1262,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1262,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1263,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1263,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1263,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1264,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1264,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1264,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1265,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1265,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1265,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1266,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1266,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1266,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1267,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1267,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1267,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1268,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1268,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1268,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1269,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1269,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1269,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1270,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1270,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1270,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1271,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1271,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1271,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1272,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1272,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1272,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1273,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1273,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1273,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1274,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1274,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1274,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1275,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1275,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1275,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1276,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1276,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1276,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1277,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1277,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1277,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1278,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1278,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1278,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1279,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1279,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1279,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1280,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1280,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1280,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1281,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1281,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1281,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1282,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1282,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1282,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1283,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1283,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1283,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1284,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1284,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1284,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1285,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1285,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1285,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1286,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1286,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1286,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1287,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1287,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1287,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1288,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1288,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1288,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1289,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1289,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1289,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1290,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1290,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1290,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1291,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1291,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1291,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1292,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1292,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1292,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1293,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1293,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1293,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1294,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1294,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1294,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1295,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1295,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1295,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1296,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1296,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1296,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1297,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1297,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1297,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1298,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1298,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1298,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1299,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1299,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1299,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1300,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1300,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1300,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1301,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1301,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1301,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1302,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1302,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1302,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1303,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1303,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1303,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1304,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1304,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1304,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1305,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1305,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1305,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1306,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1306,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1306,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1307,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1307,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1307,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1308,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1308,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1308,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1309,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1309,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1309,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1310,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1310,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1310,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1311,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1311,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1311,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1312,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1312,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1312,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1313,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1313,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1313,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1314,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1314,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1314,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1315,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1315,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1315,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1316,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1316,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1316,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1317,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1317,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1317,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1318,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1318,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1318,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1319,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1319,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1319,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1320,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1320,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1320,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1321,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1321,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1321,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1322,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1322,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1322,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1323,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1323,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1323,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1324,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1324,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1324,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1325,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1325,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1325,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1326,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1326,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1326,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1327,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1327,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1327,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1328,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1328,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1328,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1329,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1329,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1329,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1330,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1330,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1330,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1331,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1331,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1331,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1332,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1332,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1332,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1333,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1333,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1333,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1334,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1334,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1334,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1335,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1335,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1335,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1336,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1336,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1336,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1337,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1337,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1337,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1338,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1338,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1338,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1339,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1339,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1339,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1340,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1340,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1340,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1341,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1341,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1341,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1342,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1342,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1342,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1343,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1343,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1343,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1344,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1344,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1344,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1345,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1345,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1345,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1346,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1346,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1346,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1347,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1347,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1347,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1348,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1348,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1348,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1349,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1349,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1349,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1350,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1350,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1350,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1351,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1351,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1351,multi_terminal_allocation,3,6,4,4,1,0.0,1.0,0,allocation_geometry
mt_thr_1352,multi_terminal_allocation,1,6,4,4,1,0.0,1.0,,allocation_geometry
mt_thr_1352,multi_terminal_allocation,2,6,4,4,1,0.0,1.0,0,allocation_geometry
