case_id,perturbation_scale,exact_recoverable,decoder_operator_norm,perturbation_operator_norm,predicted_error_upper_bound,empirical_max_error,upper_bound_holds_on_box_vertices
case_exact_weak_target,0.01,1,0.9999999999999997,0.01224744871391589,0.019364916731037077,0.014999999999999902,1
case_exact_weak_target,0.05,1,0.9999999999999997,0.06123724356957946,0.09682458365518538,0.07499999999999996,1
case_exact_weak_target,0.1,1,0.9999999999999997,0.12247448713915891,0.19364916731037077,0.15000000000000002,1
case_exact_alt_target,0.01,1,1.0,0.01224744871391589,0.019364916731037084,0.01500000000000001,1
case_exact_alt_target,0.05,1,1.0,0.06123724356957946,0.09682458365518543,0.07500000000000004,1
case_exact_alt_target,0.1,1,1.0,0.12247448713915891,0.19364916731037085,0.15000000000000008,1
